,Catalyst Name,Doesitbind,Doesitbind_pred,Doesitbind_predproba,Atom Number
723,sf147x0,0,0,0.001,17
727,sf147x0,0,0,0.001,21
3537,sf56x0,0,0,0.001,13
3960,sf84x0,0,0,0.001,6
732,sf147x0,0,0,0.001,27
2211,sf238x0,0,0,0.001,6
3474,sf53x0,0,0,0.001,13
735,sf147x0,0,0,0.001,30
950,sf157x0,0,0,0.001,16
3011,sf279x0,0,0,0.001,6
2982,sf278x0,0,0,0.001,1
883,sf154x0,0,0,0.001,3
3008,sf279x0,0,0,0.001,3
21,sf100x0,0,0,0.001,27
890,sf154x0,0,0,0.001,11
3465,sf53x0,0,0,0.001,4
2214,sf238x0,0,0,0.001,9
2694,sf264x0,0,0,0.001,4
2207,sf238x0,0,0,0.001,2
3847,sf75x0,0,0,0.001,2
3494,sf54x0,0,0,0.001,11
3648,sf62x0,0,0,0.001,2
3649,sf62x0,0,0,0.001,3
3579,sf58x0,0,0,0.001,19
3577,sf58x0,0,0,0.001,17
3501,sf54x0,0,0,0.001,19
3742,sf67x0,0,0,0.001,2
3743,sf67x0,0,0,0.001,3
3496,sf54x0,0,0,0.001,13
3489,sf54x0,0,0,0.001,6
198,sf114x0,0,0,0.001,16
3746,sf67x0,0,0,0.001,7
1424,sf185x0,0,0,0.001,4
4093,sf96x0,0,0,0.001,10
3569,sf58x0,0,0,0.001,8
3755,sf67x0,0,0,0.001,17
956,sf157x0,0,0,0.001,22
3846,sf75x0,0,0,0.001,1
196,sf114x0,0,0,0.001,14
3411,sf50x0,0,0,0.001,29
173,sf113x0,0,0,0.001,1
2650,sf261x0,0,0,0.001,25
1175,sf170x0,0,0,0.001,1
2704,sf264x0,0,0,0.001,15
2999,sf278x0,0,0,0.001,19
2643,sf261x0,0,0,0.001,18
2052,sf224x0,0,0,0.001,8
936,sf157x0,0,0,0.001,1
2404,sf248x0,0,0,0.001,4
911,sf155x0,0,0,0.001,14
903,sf155x0,0,0,0.001,5
2406,sf248x0,0,0,0.001,6
2521,sf256x0,0,0,0.001,2
781,sf149x0,0,0,0.001,16
2157,sf233x0,0,0,0.001,9
2154,sf233x0,0,0,0.001,6
1703,sf1x0,0,0,0.001,12
1700,sf1x0,0,0,0.001,9
3426,sf51x0,0,0,0.001,10
2520,sf256x0,0,0,0.001,1
772,sf149x0,0,0,0.001,6
3436,sf51x0,0,0,0.001,21
2907,sf274x0,0,0,0.001,4
2992,sf278x0,0,0,0.001,11
1923,sf216x0,0,0,0.001,2
2920,sf274x0,0,0,0.001,18
3404,sf50x0,0,0,0.001,20
3403,sf50x0,0,0,0.001,18
2928,sf274x0,0,0,0.001,26
3399,sf50x0,0,0,0.001,14
3394,sf50x0,0,0,0.001,9
3391,sf50x0,0,0,0.001,6
3390,sf50x0,0,0,0.001,5
2923,sf274x0,0,0,0.001,21
3371,sf49x0,0,0,0.001,14
3340,sf46x0,0,0,0.001,10
3369,sf49x0,0,0,0.001,12
3366,sf49x0,0,0,0.001,9
2918,sf274x0,0,0,0.001,16
2538,sf257x0,0,0,0.001,2
2990,sf278x0,0,0,0.001,9
2915,sf274x0,0,0,0.001,13
2914,sf274x0,0,0,0.001,12
1261,sf175x0,0,0,0.001,13
2995,sf278x0,0,0,0.001,15
970,sf158x0,0,0,0.001,14
3802,sf71x0,0,0,0.001,9
3863,sf76x0,0,0,0.001,7
2751,sf267x0,0,0,0.001,15
1014,sf15x1,0,0,0.001,24
3080,sf281x0,0,0,0.001,25
2752,sf267x0,0,0,0.001,16
3879,sf78x0,0,0,0.001,5
2753,sf267x0,0,0,0.001,17
2754,sf267x0,0,0,0.001,18
3804,sf71x0,0,0,0.001,11
2947,sf275x0,0,0,0.001,20
4116,sf98x0,0,0,0.001,5
2880,sf273x0,0,0,0.001,1
2882,sf273x0,0,0,0.001,3
2946,sf275x0,0,0,0.001,19
2094,sf228x0,0,0,0.001,11
2096,sf228x0,0,0,0.001,13
3074,sf281x0,0,0,0.001,19
4017,sf92x0,0,0,0.001,4
1398,sf183x0,0,0,0.001,13
2030,sf222x0,0,0,0.001,6
3867,sf76x0,0,0,0.001,11
3304,sf43x0,0,0,0.001,12
4133,sf99x0,0,0,0.001,8
2750,sf267x0,0,0,0.001,14
2367,sf246x0,0,0,0.001,1
2368,sf246x0,0,0,0.001,2
3641,sf61x0,0,0,0.001,10
1809,sf207x0,0,0,0.001,6
1811,sf207x0,0,0,0.001,8
4001,sf91x0,0,0,0.001,1
3643,sf61x0,0,0,0.001,13
3042,sf280x0,0,0,0.001,6
3810,sf72x0,0,0,0.001,1
1516,sf190x0,0,0,0.001,4
2580,sf259x0,0,0,0.001,6
1825,sf209x0,0,0,0.001,8
1110,sf165x0,0,0,0.001,14
3983,sf90x0,0,0,0.001,1
2739,sf267x0,0,0,0.001,2
3836,sf74x0,0,0,0.001,2
2742,sf267x0,0,0,0.001,5
1533,sf190x0,0,0,0.001,23
2748,sf267x0,0,0,0.001,12
4114,sf98x0,0,0,0.001,3
2943,sf275x0,0,0,0.001,16
1557,sf192x0,0,0,0.001,12
3166,sf30x2,0,0,0.001,11
3684,sf63x0,0,0,0.001,26
2351,sf245x0,0,0,0.001,14
3683,sf63x0,0,0,0.001,25
620,sf140x0,0,0,0.001,19
1881,sf212x0,0,0,0.001,16
625,sf141x0,0,0,0.001,1
3678,sf63x0,0,0,0.001,20
640,sf141x0,0,0,0.001,17
1885,sf212x0,0,0,0.001,20
3674,sf63x0,0,0,0.001,15
3945,sf83x0,0,0,0.001,5
638,sf141x0,0,0,0.001,15
3726,sf66x0,0,0,0.001,3
3668,sf63x0,0,0,0.001,8
2690,sf263x0,0,0,0.001,14
2301,sf242x0,0,0,0.001,12
2296,sf242x0,0,0,0.001,6
2689,sf263x0,0,0,0.001,13
2291,sf242x0,0,0,0.001,1
2352,sf245x0,0,0,0.001,15
2261,sf240x0,0,0,0.001,12
3663,sf63x0,0,0,0.001,3
2355,sf245x0,0,0,0.001,18
387,sf130x0,0,0,0.001,1
1367,sf181x0,0,0,0.001,9
3739,sf66x0,0,0,0.001,17
504,sf136x0,0,0,0.001,18
392,sf130x0,0,0,0.001,6
503,sf136x0,0,0,0.001,17
2102,sf229x0,0,0,0.001,6
3694,sf64x0,0,0,0.001,8
563,sf139x0,0,0,0.001,15
1878,sf212x0,0,0,0.001,12
565,sf139x0,0,0,0.001,17
3689,sf64x0,0,0,0.001,3
566,sf139x0,0,0,0.001,18
1874,sf212x0,0,0,0.001,8
2259,sf240x0,0,0,0.001,10
3686,sf63x0,0,0,0.001,28
2260,sf240x0,0,0,0.001,11
499,sf136x0,0,0,0.001,12
2765,sf268x0,0,0,0.001,7
1267,sf176x0,0,0,0.001,4
24,sf101x0,0,0,0.001,4
1539,sf191x0,0,0,0.001,8
3196,sf31x1,0,0,0.001,30
743,sf148x0,0,0,0.001,7
744,sf148x0,0,0,0.001,8
746,sf148x0,0,0,0.001,10
452,sf133x0,0,0,0.001,16
3194,sf31x1,0,0,0.001,18
749,sf148x0,0,0,0.001,13
3625,sf60x0,0,0,0.001,11
3192,sf31x1,0,0,0.001,16
1315,sf179x0,0,0,0.001,10
979,sf159x0,0,0,0.001,8
483,sf135x0,0,0,0.001,16
469,sf135x0,0,0,0.001,1
1483,sf189x0,0,0,0.001,3
1300,sf178x0,0,0,0.001,9
3626,sf60x0,0,0,0.001,12
3628,sf60x0,0,0,0.001,15
410,sf131x0,0,0,0.001,7
1462,sf187x0,0,0,0.001,16
1313,sf179x0,0,0,0.001,8
3590,sf59x0,0,0,0.001,8
934,sf156x0,0,0,0.001,22
3588,sf59x0,0,0,0.001,6
1345,sf180x0,0,0,0.001,1
1637,sf197x0,0,0,0.001,18
369,sf129x0,0,0,0.001,20
3589,sf59x0,0,0,0.001,7
159,sf111x0,0,0,0.001,13
1407,sf183x0,0,0,0.001,22
226,sf11x0,0,0,0.001,6
358,sf129x0,0,0,0.001,8
1306,sf179x0,0,0,0.001,1
3622,sf60x0,0,0,0.001,8
1401,sf183x0,0,0,0.001,16
924,sf156x0,0,0,0.001,12
1135,sf167x0,0,0,0.001,17
356,sf129x0,0,0,0.001,6
1456,sf187x0,0,0,0.001,10
915,sf156x0,0,0,0.001,2
737,sf148x0,0,0,0.001,1
4056,sf94x0,0,0,0.001,15
985,sf159x0,0,0,0.001,14
759,sf148x0,0,0,0.001,24
354,sf129x0,0,0,0.001,4
2076,sf227x0,0,0,0.001,6
1594,sf195x0,0,0,0.001,15
1595,sf195x0,0,0,0.001,16
1571,sf194x0,0,0,0.001,13
1570,sf194x0,0,0,0.001,12
272,sf122x0,0,0,0.001,12
480,sf135x0,0,0,0.001,13
3544,sf57x0,0,0,0.001,1
46,sf101x0,0,0,0.001,27
1600,sf195x0,0,0,0.001,21
43,sf101x0,0,0,0.001,24
266,sf122x0,0,0,0.001,6
1565,sf194x0,0,0,0.001,6
200,sf115x0,0,0,0.001,1
3591,sf59x0,0,0,0.001,9
4139,sf99x0,0,0,0.001,14
31,sf101x0,0,0,0.001,11
2065,sf225x0,0,0,0.001,8
482,sf135x0,0,0,0.001,15
2842,sf270x0,0,0,0.001,23
353,sf129x0,0,0,0.001,3
355,sf129x0,0,0,0.001,5
2471,sf251x0,0,0,0.001,13
849,sf151x0,0,0,0.001,16
2840,sf270x0,0,0,0.001,21
3630,sf60x0,0,0,0.001,17
2834,sf270x0,0,0,0.001,14
2832,sf270x0,0,0,0.001,12
2827,sf270x0,0,0,0.001,6
2826,sf270x0,0,0,0.001,5
1399,sf183x0,0,0,0.001,14
795,sf14x0,0,0,0.001,16
1078,sf163x0,0,0,0.001,14
1080,sf163x0,0,0,0.001,16
2465,sf251x0,0,0,0.001,6
3633,sf61x0,0,0,0.001,2
683,sf145x0,0,0,0.001,6
2281,sf241x0,0,0,0.001,7
2275,sf241x0,0,0,0.001,1
1585,sf195x0,0,0,0.001,5
1344,sf17x1,0,0,0.001,24
3509,sf55x0,0,0,0.0,5
3508,sf55x0,0,0,0.0,4
3507,sf55x0,0,0,0.0,3
1387,sf183x0,0,0,0.0,1
3505,sf55x0,0,0,0.0,1
1987,sf21x2,0,0,0.0,21
1160,sf169x0,0,0,0.0,1
1403,sf183x0,0,0,0.0,18
2874,sf272x0,0,0,0.0,17
1365,sf181x0,0,0,0.0,7
1368,sf181x0,0,0,0.0,10
3928,sf82x0,0,0,0.0,6
1390,sf183x0,0,0,0.0,4
1395,sf183x0,0,0,0.0,10
2877,sf272x0,0,0,0.0,20
3511,sf55x0,0,0,0.0,7
3510,sf55x0,0,0,0.0,6
4047,sf94x0,0,0,0.0,6
3512,sf55x0,0,0,0.0,8
678,sf145x0,0,0,0.0,1
4016,sf92x0,0,0,0.0,3
3880,sf78x0,0,0,0.0,6
3552,sf57x0,0,0,0.0,9
454,sf134x0,0,0,0.0,1
572,sf13x0,0,0,0.0,6
3645,sf61x0,0,0,0.0,15
857,sf152x0,0,0,0.0,5
3638,sf61x0,0,0,0.0,7
3637,sf61x0,0,0,0.0,6
1036,sf161x0,0,0,0.0,10
468,sf134x0,0,0,0.0,16
3635,sf61x0,0,0,0.0,4
3513,sf55x0,0,0,0.0,9
3634,sf61x0,0,0,0.0,3
3632,sf61x0,0,0,0.0,1
692,sf145x0,0,0,0.0,16
3623,sf60x0,0,0,0.0,9
1216,sf173x0,0,0,0.0,7
3621,sf60x0,0,0,0.0,7
1412,sf184x0,0,0,0.0,5
3619,sf60x0,0,0,0.0,5
3618,sf60x0,0,0,0.0,4
3616,sf60x0,0,0,0.0,2
1420,sf184x0,0,0,0.0,13
518,sf137x0,0,0,0.0,1
4021,sf92x0,0,0,0.0,8
326,sf127x0,0,0,0.0,12
4023,sf92x0,0,0,0.0,10
3514,sf55x0,0,0,0.0,10
3942,sf83x0,0,0,0.0,1
1907,sf214x0,0,0,0.0,13
3515,sf55x0,0,0,0.0,11
635,sf141x0,0,0,0.0,12
3948,sf83x0,0,0,0.0,8
633,sf141x0,0,0,0.0,9
3954,sf83x0,0,0,0.0,15
624,sf140x0,0,0,0.0,23
622,sf140x0,0,0,0.0,21
4029,sf93x0,0,0,0.0,1
618,sf140x0,0,0,0.0,17
617,sf140x0,0,0,0.0,16
614,sf140x0,0,0,0.0,13
251,sf121x0,0,0,0.0,1
391,sf130x0,0,0,0.0,5
320,sf127x0,0,0,0.0,6
289,sf125x0,0,0,0.0,1
4027,sf92x0,0,0,0.0,14
4025,sf92x0,0,0,0.0,12
323,sf127x0,0,0,0.0,9
324,sf127x0,0,0,0.0,10
4024,sf92x0,0,0,0.0,11
3553,sf57x0,0,0,0.0,10
2639,sf261x0,0,0,0.0,14
3551,sf57x0,0,0,0.0,8
274,sf122x0,0,0,0.0,14
3005,sf278x0,0,0,0.0,25
4137,sf99x0,0,0,0.0,12
262,sf122x0,0,0,0.0,1
270,sf122x0,0,0,0.0,10
899,sf155x0,0,0,0.0,1
779,sf149x0,0,0,0.0,13
3417,sf51x0,0,0,0.0,1
4131,sf99x0,0,0,0.0,6
3418,sf51x0,0,0,0.0,2
3419,sf51x0,0,0,0.0,3
3420,sf51x0,0,0,0.0,4
3421,sf51x0,0,0,0.0,5
3422,sf51x0,0,0,0.0,6
3423,sf51x0,0,0,0.0,7
3003,sf278x0,0,0,0.0,23
1810,sf207x0,0,0,0.0,7
3425,sf51x0,0,0,0.0,9
3255,sf3x0,0,0,0.0,8
3072,sf281x0,0,0,0.0,17
952,sf157x0,0,0,0.0,18
949,sf157x0,0,0,0.0,15
2984,sf278x0,0,0,0.0,3
3076,sf281x0,0,0,0.0,21
2089,sf228x0,0,0,0.0,6
2989,sf278x0,0,0,0.0,8
2998,sf278x0,0,0,0.0,18
3835,sf74x0,0,0,0.0,1
946,sf157x0,0,0,0.0,12
4127,sf99x0,0,0,0.0,1
4129,sf99x0,0,0,0.0,4
939,sf157x0,0,0,0.0,4
2997,sf278x0,0,0,0.0,17
3424,sf51x0,0,0,0.0,8
405,sf131x0,0,0,0.0,1
3068,sf281x0,0,0,0.0,13
4103,sf97x0,0,0,0.0,6
926,sf156x0,0,0,0.0,14
927,sf156x0,0,0,0.0,15
932,sf156x0,0,0,0.0,20
1130,sf167x0,0,0,0.0,12
4099,sf97x0,0,0,0.0,1
4101,sf97x0,0,0,0.0,4
1133,sf167x0,0,0,0.0,15
3916,sf81x0,0,0,0.0,12
297,sf126x0,0,0,0.0,1
4107,sf97x0,0,0,0.0,10
1136,sf167x0,0,0,0.0,18
4109,sf97x0,0,0,0.0,12
1336,sf17x1,0,0,0.0,6
4111,sf97x0,0,0,0.0,14
1451,sf187x0,0,0,0.0,4
914,sf156x0,0,0,0.0,1
3427,sf51x0,0,0,0.0,11
3434,sf51x0,0,0,0.0,18
3428,sf51x0,0,0,0.0,12
3429,sf51x0,0,0,0.0,13
3430,sf51x0,0,0,0.0,14
3431,sf51x0,0,0,0.0,15
1545,sf191x0,0,0,0.0,15
775,sf149x0,0,0,0.0,9
411,sf131x0,0,0,0.0,8
1460,sf187x0,0,0,0.0,14
415,sf131x0,0,0,0.0,12
417,sf131x0,0,0,0.0,14
438,sf133x0,0,0,0.0,1
1468,sf187x0,0,0,0.0,23
453,sf133x0,0,0,0.0,17
3911,sf81x0,0,0,0.0,7
2141,sf231x0,0,0,0.0,6
2146,sf231x0,0,0,0.0,11
3550,sf57x0,0,0,0.0,7
2125,sf230x0,0,0,0.0,2
2932,sf275x0,0,0,0.0,4
2646,sf261x0,0,0,0.0,21
2645,sf261x0,0,0,0.0,20
2525,sf256x0,0,0,0.0,6
2644,sf261x0,0,0,0.0,19
2642,sf261x0,0,0,0.0,17
2641,sf261x0,0,0,0.0,16
2934,sf275x0,0,0,0.0,6
2640,sf261x0,0,0,0.0,15
3598,sf59x0,0,0,0.0,17
2130,sf230x0,0,0,0.0,8
2135,sf230x0,0,0,0.0,13
2136,sf230x0,0,0,0.0,14
2292,sf242x0,0,0,0.0,2
2647,sf261x0,0,0,0.0,22
2648,sf261x0,0,0,0.0,23
2338,sf245x0,0,0,0.0,1
3545,sf57x0,0,0,0.0,2
2325,sf244x0,0,0,0.0,7
3549,sf57x0,0,0,0.0,6
3548,sf57x0,0,0,0.0,5
2803,sf269x0,0,0,0.0,21
3547,sf57x0,0,0,0.0,4
3546,sf57x0,0,0,0.0,3
2797,sf269x0,0,0,0.0,15
2936,sf275x0,0,0,0.0,8
3037,sf27x1,0,0,0.0,24
1500,sf189x0,0,0,0.0,22
2945,sf275x0,0,0,0.0,18
2944,sf275x0,0,0,0.0,17
2494,sf253x0,0,0,0.0,5
2941,sf275x0,0,0,0.0,14
2391,sf247x0,0,0,0.0,6
2339,sf245x0,0,0,0.0,2
1284,sf177x0,0,0,0.0,7
2707,sf264x0,0,0,0.0,18
1998,sf21x3,0,0,0.0,21
2702,sf264x0,0,0,0.0,13
2356,sf245x0,0,0,0.0,19
2358,sf245x0,0,0,0.0,21
2360,sf245x0,0,0,0.0,24
2361,sf245x0,0,0,0.0,25
2362,sf245x0,0,0,0.0,26
2354,sf245x0,0,0,0.0,17
1432,sf185x0,0,0,0.0,13
1429,sf185x0,0,0,0.0,9
2364,sf245x0,0,0,0.0,28
2365,sf245x0,0,0,0.0,29
1426,sf185x0,0,0,0.0,6
2148,sf231x0,0,0,0.0,13
1999,sf21x3,0,0,0.0,25
2697,sf264x0,0,0,0.0,7
2387,sf247x0,0,0,0.0,2
2220,sf239x0,0,0,0.0,1
2341,sf245x0,0,0,0.0,4
2342,sf245x0,0,0,0.0,5
2343,sf245x0,0,0,0.0,6
2224,sf239x0,0,0,0.0,5
2222,sf239x0,0,0,0.0,3
2347,sf245x0,0,0,0.0,10
2267,sf240x0,0,0,0.0,19
2353,sf245x0,0,0,0.0,16
2349,sf245x0,0,0,0.0,12
2553,sf257x0,0,0,0.0,17
2350,sf245x0,0,0,0.0,13
2691,sf264x0,0,0,0.0,1
2692,sf264x0,0,0,0.0,2
2693,sf264x0,0,0,0.0,3
3615,sf60x0,0,0,0.0,1
1813,sf208x0,0,0,0.0,2
3593,sf59x0,0,0,0.0,11
2372,sf246x0,0,0,0.0,6
733,sf147x0,0,0,0.0,28
2896,sf273x0,0,0,0.0,18
2897,sf273x0,0,0,0.0,19
2902,sf273x0,0,0,0.0,25
731,sf147x0,0,0,0.0,26
3023,sf279x0,0,0,0.0,19
3106,sf28x1,0,0,0.0,24
3159,sf30x2,0,0,0.0,4
726,sf147x0,0,0,0.0,20
725,sf147x0,0,0,0.0,19
724,sf147x0,0,0,0.0,18
722,sf147x0,0,0,0.0,16
3698,sf64x0,0,0,0.0,13
720,sf147x0,0,0,0.0,14
3177,sf30x2,0,0,0.0,35
734,sf147x0,0,0,0.0,29
3016,sf279x0,0,0,0.0,12
2890,sf273x0,0,0,0.0,12
1065,sf162x0,0,0,0.0,20
2376,sf246x0,0,0,0.0,10
3991,sf90x0,0,0,0.0,10
1250,sf175x0,0,0,0.0,1
1187,sf170x0,0,0,0.0,14
2741,sf267x0,0,0,0.0,4
2743,sf267x0,0,0,0.0,6
1063,sf162x0,0,0,0.0,18
2884,sf273x0,0,0,0.0,5
1061,sf162x0,0,0,0.0,16
1057,sf162x0,0,0,0.0,12
3822,sf73x0,0,0,0.0,1
891,sf154x0,0,0,0.0,12
2756,sf267x0,0,0,0.0,20
881,sf154x0,0,0,0.0,1
717,sf147x0,0,0,0.0,11
3696,sf64x0,0,0,0.0,11
3178,sf30x2,0,0,0.0,39
4087,sf96x0,0,0,0.0,4
3679,sf63x0,0,0,0.0,21
3675,sf63x0,0,0,0.0,16
4089,sf96x0,0,0,0.0,6
3374,sf4x0,0,0,0.0,2
3672,sf63x0,0,0,0.0,13
3376,sf4x0,0,0,0.0,5
4086,sf96x0,0,0,0.0,3
4095,sf96x0,0,0,0.0,12
3380,sf4x0,0,0,0.0,9
4085,sf96x0,0,0,0.0,1
3670,sf63x0,0,0,0.0,11
3383,sf4x0,0,0,0.0,12
3727,sf66x0,0,0,0.0,4
3385,sf4x0,0,0,0.0,14
4094,sf96x0,0,0,0.0,11
3680,sf63x0,0,0,0.0,22
3724,sf66x0,0,0,0.0,1
188,sf114x0,0,0,0.0,6
3691,sf64x0,0,0,0.0,5
707,sf147x0,0,0,0.0,1
3690,sf64x0,0,0,0.0,4
197,sf114x0,0,0,0.0,15
3688,sf64x0,0,0,0.0,2
3687,sf64x0,0,0,0.0,1
184,sf114x0,0,0,0.0,1
4097,sf96x0,0,0,0.0,14
3685,sf63x0,0,0,0.0,27
161,sf112x0,0,0,0.0,1
79,sf104x0,0,0,0.0,1
75,sf103x0,0,0,0.0,14
64,sf103x0,0,0,0.0,1
3682,sf63x0,0,0,0.0,24
2922,sf274x0,0,0,0.0,20
4007,sf91x0,0,0,0.0,8
3485,sf54x0,0,0,0.0,2
4009,sf91x0,0,0,0.0,10
3705,sf65x0,0,0,0.0,6
437,sf132x0,0,0,0.0,16
3703,sf65x0,0,0,0.0,4
3702,sf65x0,0,0,0.0,3
3701,sf65x0,0,0,0.0,2
3239,sf32x2,0,0,0.0,39
3238,sf32x2,0,0,0.0,35
739,sf148x0,0,0,0.0,3
742,sf148x0,0,0,0.0,6
3224,sf32x2,0,0,0.0,8
748,sf148x0,0,0,0.0,12
2478,sf252x0,0,0,0.0,2
2480,sf252x0,0,0,0.0,4
755,sf148x0,0,0,0.0,20
2482,sf252x0,0,0,0.0,6
428,sf132x0,0,0,0.0,6
423,sf132x0,0,0,0.0,1
1622,sf197x0,0,0,0.0,2
4052,sf94x0,0,0,0.0,11
4045,sf94x0,0,0,0.0,4
4044,sf94x0,0,0,0.0,3
4043,sf94x0,0,0,0.0,1
3723,sf65x0,0,0,0.0,26
3722,sf65x0,0,0,0.0,25
4051,sf94x0,0,0,0.0,10
4053,sf94x0,0,0,0.0,12
3708,sf65x0,0,0,0.0,10
4055,sf94x0,0,0,0.0,14
1640,sf197x0,0,0,0.0,21
149,sf111x0,0,0,0.0,1
1638,sf197x0,0,0,0.0,19
3712,sf65x0,0,0,0.0,14
160,sf111x0,0,0,0.0,14
757,sf148x0,0,0,0.0,22
1297,sf178x0,0,0,0.0,6
758,sf148x0,0,0,0.0,23
2905,sf274x0,0,0,0.0,2
1596,sf195x0,0,0,0.0,17
2057,sf224x0,0,0,0.0,14
1597,sf195x0,0,0,0.0,18
47,sf101x0,0,0,0.0,28
1929,sf216x0,0,0,0.0,9
41,sf101x0,0,0,0.0,22
36,sf101x0,0,0,0.0,17
1592,sf195x0,0,0,0.0,13
29,sf101x0,0,0,0.0,9
26,sf101x0,0,0,0.0,6
2070,sf225x0,0,0,0.0,14
22,sf101x0,0,0,0.0,1
2916,sf274x0,0,0,0.0,14
2917,sf274x0,0,0,0.0,15
2402,sf248x0,0,0,0.0,2
1590,sf195x0,0,0,0.0,11
761,sf148x0,0,0,0.0,26
766,sf148x0,0,0,0.0,31
763,sf148x0,0,0,0.0,28
2559,sf258x0,0,0,0.0,2
2560,sf258x0,0,0,0.0,3
2561,sf258x0,0,0,0.0,4
765,sf148x0,0,0,0.0,30
2563,sf258x0,0,0,0.0,6
958,sf158x0,0,0,0.0,1
2446,sf24x1,0,0,0.0,24
1081,sf163x0,0,0,0.0,17
1082,sf163x0,0,0,0.0,18
2621,sf260x0,0,0,0.0,18
1513,sf18x1,0,0,0.0,22
2616,sf260x0,0,0,0.0,12
2610,sf260x0,0,0,0.0,5
3484,sf54x0,0,0,0.0,1
3486,sf54x0,0,0,0.0,3
1646,sf198x0,0,0,0.0,2
3466,sf53x0,0,0,0.0,5
2099,sf229x0,0,0,0.0,2
3402,sf50x0,0,0,0.0,17
507,sf136x0,0,0,0.0,21
2038,sf222x0,0,0,0.0,15
509,sf136x0,0,0,0.0,23
3398,sf50x0,0,0,0.0,13
511,sf136x0,0,0,0.0,25
3396,sf50x0,0,0,0.0,11
512,sf136x0,0,0,0.0,26
513,sf136x0,0,0,0.0,27
514,sf136x0,0,0,0.0,28
515,sf136x0,0,0,0.0,29
2027,sf222x0,0,0,0.0,2
516,sf136x0,0,0,0.0,30
517,sf136x0,0,0,0.0,31
3405,sf50x0,0,0,0.0,21
3406,sf50x0,0,0,0.0,23
3407,sf50x0,0,0,0.0,24
3464,sf53x0,0,0,0.0,3
2681,sf263x0,0,0,0.0,4
493,sf136x0,0,0,0.0,6
494,sf136x0,0,0,0.0,7
2109,sf229x0,0,0,0.0,13
495,sf136x0,0,0,0.0,8
50,sf102x0,0,0,0.0,4
3463,sf53x0,0,0,0.0,2
3408,sf50x0,0,0,0.0,26
53,sf102x0,0,0,0.0,7
3462,sf53x0,0,0,0.0,1
497,sf136x0,0,0,0.0,10
56,sf102x0,0,0,0.0,11
501,sf136x0,0,0,0.0,14
59,sf102x0,0,0,0.0,14
1006,sf15x1,0,0,0.0,6
3386,sf50x0,0,0,0.0,1
1829,sf209x0,0,0,0.0,13
1661,sf198x0,0,0,0.0,18
1699,sf1x0,0,0,0.0,8
1698,sf1x0,0,0,0.0,7
1693,sf1x0,0,0,0.0,1
3583,sf59x0,0,0,0.0,1
3584,sf59x0,0,0,0.0,2
3585,sf59x0,0,0,0.0,3
1660,sf198x0,0,0,0.0,17
2824,sf270x0,0,0,0.0,3
1658,sf198x0,0,0,0.0,15
3587,sf59x0,0,0,0.0,5
1189,sf171x0,0,0,0.0,1
1649,sf198x0,0,0,0.0,5
1648,sf198x0,0,0,0.0,4
1193,sf171x0,0,0,0.0,5
2837,sf270x0,0,0,0.0,18
2463,sf251x0,0,0,0.0,4
3370,sf49x0,0,0,0.0,13
3334,sf46x0,0,0,0.0,3
1827,sf209x0,0,0,0.0,11
1823,sf209x0,0,0,0.0,6
3342,sf46x0,0,0,0.0,12
1820,sf209x0,0,0,0.0,2
1817,sf208x0,0,0,0.0,7
1269,sf176x0,0,0,0.0,6
4046,sf94x0,0,0,0.0,5
2461,sf251x0,0,0,0.0,2
1561,sf194x0,0,0,0.0,2
1569,sf194x0,0,0,0.0,11
3320,sf45x0,0,0,0.0,2
655,sf142x0,0,0,0.0,16
815,sf150x0,0,0,0.0,1
2083,sf227x0,0,0,0.0,13
492,sf136x0,0,0,0.0,5
3467,sf53x0,0,0,0.0,6
3487,sf54x0,0,0,0.0,4
3468,sf53x0,0,0,0.0,7
3651,sf62x0,0,0,0.0,5
3652,sf62x0,0,0,0.0,6
3757,sf68x0,0,0,0.0,1
3581,sf58x0,0,0,0.0,21
4115,sf98x0,0,0,0.0,4
3657,sf62x0,0,0,0.0,13
4117,sf98x0,0,0,0.0,6
4119,sf98x0,0,0,0.0,8
3572,sf58x0,0,0,0.0,11
4121,sf98x0,0,0,0.0,10
4123,sf98x0,0,0,0.0,12
4124,sf98x0,0,0,0.0,13
4125,sf98x0,0,0,0.0,14
3747,sf67x0,0,0,0.0,8
3570,sf58x0,0,0,0.0,9
3650,sf62x0,0,0,0.0,4
3052,sf280x0,0,0,0.0,17
4113,sf98x0,0,0,0.0,1
3495,sf54x0,0,0,0.0,12
3488,sf54x0,0,0,0.0,5
3490,sf54x0,0,0,0.0,7
3491,sf54x0,0,0,0.0,8
3492,sf54x0,0,0,0.0,9
3493,sf54x0,0,0,0.0,10
3667,sf63x0,0,0,0.0,7
3665,sf63x0,0,0,0.0,5
3647,sf62x0,0,0,0.0,1
3664,sf63x0,0,0,0.0,4
3498,sf54x0,0,0,0.0,15
3662,sf63x0,0,0,0.0,2
3661,sf63x0,0,0,0.0,1
3290,sf42x0,0,0,0.0,13
3054,sf280x0,0,0,0.0,19
3568,sf58x0,0,0,0.0,7
357,sf129x0,0,0,0.0,7
367,sf129x0,0,0,0.0,18
3525,sf56x0,0,0,0.0,1
3530,sf56x0,0,0,0.0,6
2762,sf268x0,0,0,0.0,4
3529,sf56x0,0,0,0.0,5
3528,sf56x0,0,0,0.0,4
