,Catalyst Name,Doesitbind,Doesitbind_pred,Doesitbind_predproba,Atom Number
1751,sf203x0,0,0,0.024,2
628,sf141x0,0,0,0.024,4
3740,sf66x0,0,0,0.024,18
168,sf112x0,0,0,0.024,9
3874,sf77x0,0,0,0.024,7
3897,sf79x0,0,0,0.024,10
1588,sf195x0,0,0,0.024,8
187,sf114x0,0,0,0.024,5
172,sf112x0,0,0,0.024,13
996,sf15x0,0,0,0.024,8
2408,sf248x0,0,0,0.024,8
2871,sf272x0,0,0,0.024,14
1171,sf169x0,0,0,0.024,12
998,sf15x0,0,0,0.024,11
3292,sf42x0,0,0,0.024,15
3377,sf4x0,0,0,0.024,6
4040,sf93x0,0,0,0.024,13
1493,sf189x0,0,0,0.024,14
957,sf157x0,0,0,0.023,23
237,sf11x0,0,0,0.023,17
236,sf11x0,0,0,0.023,16
1633,sf197x0,0,0,0.023,14
1085,sf164x0,0,0,0.023,2
2100,sf229x0,0,0,0.023,3
2147,sf231x0,0,0,0.023,12
1194,sf171x0,0,0,0.023,6
1015,sf160x0,0,0,0.023,1
4032,sf93x0,0,0,0.023,5
868,sf153x0,0,0,0.023,2
3481,sf53x0,0,0,0.023,21
3872,sf77x0,0,0,0.023,5
127,sf110x0,0,0,0.023,1
1178,sf170x0,0,0,0.023,4
2589,sf259x0,0,0,0.023,16
1931,sf216x0,0,0,0.023,11
1458,sf187x0,0,0,0.023,12
3910,sf81x0,0,0,0.023,6
776,sf149x0,0,0,0.023,10
3111,sf29x1,0,0,0.023,6
429,sf132x0,0,0,0.023,7
3201,sf32x1,0,0,0.023,6
1620,sf196x0,0,0,0.023,20
788,sf14x0,0,0,0.023,8
1329,sf17x0,0,0,0.023,12
2591,sf259x0,0,0,0.022,18
877,sf153x0,0,0,0.022,11
695,sf146x0,0,0,0.022,3
148,sf110x0,0,0,0.022,26
126,sf10x0,1,0,0.022,16
218,sf117x0,0,0,0.022,4
313,sf126x0,0,0,0.022,20
1523,sf190x0,0,0,0.022,12
2476,sf251x0,0,0,0.022,18
1777,sf205x0,0,0,0.022,15
45,sf101x0,0,0,0.022,26
114,sf10x0,0,0,0.022,4
647,sf142x0,0,0,0.022,6
533,sf138x0,0,0,0.022,2
1479,sf188x0,0,0,0.022,12
3079,sf281x0,0,0,0.022,24
1490,sf189x0,0,0,0.022,11
699,sf146x0,0,0,0.022,7
3653,sf62x0,0,0,0.022,7
2284,sf241x0,0,0,0.022,11
893,sf154x0,0,0,0.022,14
3939,sf82x0,0,0,0.022,17
1939,sf217x0,0,0,0.022,6
3041,sf280x0,0,0,0.021,5
3281,sf42x0,0,0,0.021,3
2980,sf277x0,0,0,0.021,18
2104,sf229x0,0,0,0.021,8
4018,sf92x0,0,0,0.021,5
2870,sf272x0,0,0,0.021,12
1258,sf175x0,0,0,0.021,10
2043,sf222x0,0,0,0.021,20
3845,sf74x0,0,0,0.021,12
729,sf147x0,0,0,0.021,24
3038,sf280x0,0,0,0.021,2
2856,sf271x0,0,0,0.021,12
2129,sf230x0,0,0,0.021,7
2011,sf220x0,0,0,0.021,13
3930,sf82x0,0,0,0.021,8
396,sf130x0,0,0,0.021,10
1377,sf182x0,0,0,0.021,5
2229,sf239x0,0,0,0.021,11
3200,sf32x1,0,0,0.021,5
1936,sf217x0,0,0,0.021,2
1425,sf185x0,0,0,0.021,5
444,sf133x0,0,0,0.021,7
2459,sf250x0,0,0,0.021,14
897,sf154x0,0,0,0.021,18
2015,sf221x0,0,0,0.02,3
1540,sf191x0,0,0,0.02,9
1203,sf172x0,0,0,0.02,1
1370,sf181x0,0,0,0.02,12
837,sf151x0,0,0,0.02,4
3236,sf32x2,0,0,0.02,21
3348,sf47x0,0,0,0.02,6
552,sf139x0,0,0,0.02,3
3161,sf30x2,0,0,0.02,6
1158,sf168x0,0,0,0.02,18
1411,sf184x0,0,0,0.02,4
280,sf123x0,0,0,0.02,6
1076,sf163x0,0,0,0.02,12
3017,sf279x0,0,0,0.02,13
1094,sf164x0,0,0,0.02,12
3145,sf30x1,0,0,0.02,11
613,sf140x0,0,0,0.02,12
1772,sf205x0,0,0,0.02,10
973,sf159x0,0,0,0.02,2
925,sf156x0,0,0,0.02,13
3162,sf30x2,0,0,0.02,7
977,sf159x0,0,0,0.02,6
3164,sf30x2,0,0,0.02,9
2359,sf245x0,0,0,0.02,23
3578,sf58x0,0,0,0.02,18
2239,sf23x1,0,0,0.02,4
2238,sf23x1,0,0,0.02,3
92,sf106x0,0,0,0.019,8
576,sf13x0,0,0,0.019,12
1408,sf183x0,0,0,0.019,23
2286,sf241x0,0,0,0.019,13
3767,sf68x0,0,0,0.019,12
39,sf101x0,0,0,0.019,20
2895,sf273x0,0,0,0.019,17
2078,sf227x0,0,0,0.019,8
2319,sf244x0,0,0,0.019,1
12,sf100x0,0,0,0.019,14
1855,sf210x0,0,0,0.019,17
30,sf101x0,0,0,0.019,10
2322,sf244x0,0,0,0.019,4
441,sf133x0,0,0,0.019,4
2605,sf25x1,0,0,0.019,24
653,sf142x0,0,0,0.019,13
3202,sf32x1,0,0,0.019,7
2766,sf268x0,0,0,0.019,8
546,sf138x0,0,0,0.019,16
2346,sf245x0,0,0,0.018,9
1914,sf215x0,0,0,0.018,7
365,sf129x0,0,0,0.018,16
2418,sf248x0,0,0,0.018,19
1349,sf180x0,0,0,0.018,5
4066,sf95x0,0,0,0.018,11
2552,sf257x0,0,0,0.018,16
1890,sf213x0,0,0,0.018,6
945,sf157x0,0,0,0.018,11
1847,sf210x0,0,0,0.018,6
1168,sf169x0,0,0,0.018,9
2965,sf277x0,0,0,0.018,1
3087,sf282x0,0,0,0.018,8
1375,sf182x0,0,0,0.018,3
901,sf155x0,0,0,0.018,3
3817,sf72x0,0,0,0.018,9
3834,sf73x0,0,0,0.018,15
3093,sf28x1,0,0,0.018,1
3207,sf32x1,0,0,0.018,12
2329,sf244x0,0,0,0.018,11
3198,sf32x1,0,0,0.018,3
2825,sf270x0,0,0,0.018,4
1299,sf178x0,0,0,0.018,8
1520,sf190x0,0,0,0.018,9
1213,sf173x0,0,0,0.018,4
1844,sf210x0,0,0,0.018,2
1192,sf171x0,0,0,0.018,4
3926,sf82x0,0,0,0.017,4
3969,sf84x0,0,0,0.017,16
6,sf100x0,0,0,0.017,8
3655,sf62x0,0,0,0.017,10
1314,sf179x0,0,0,0.017,9
1047,sf162x0,0,0,0.017,1
889,sf154x0,0,0,0.017,10
372,sf12x0,0,0,0.017,3
1125,sf167x0,0,0,0.017,6
2686,sf263x0,0,0,0.017,10
1550,sf192x0,0,0,0.017,5
1226,sf173x0,0,0,0.017,18
2841,sf270x0,0,0,0.017,22
102,sf107x0,0,0,0.017,6
1981,sf21x2,0,0,0.017,6
782,sf14x0,0,0,0.017,1
1288,sf177x0,0,0,0.017,11
2823,sf270x0,0,0,0.017,2
2462,sf251x0,0,0,0.017,3
3156,sf30x1,0,0,0.017,35
928,sf156x0,0,0,0.017,16
3713,sf65x0,0,0,0.017,15
3883,sf78x0,0,0,0.017,10
3328,sf45x0,0,0,0.017,11
3379,sf4x0,0,0,0.017,8
3384,sf4x0,0,0,0.017,13
2550,sf257x0,0,0,0.017,14
3673,sf63x0,0,0,0.017,14
2427,sf249x0,0,0,0.017,8
2457,sf250x0,0,0,0.016,12
1038,sf161x0,0,0,0.016,12
590,sf13x1,0,0,0.016,23
1529,sf190x0,0,0,0.016,18
3296,sf43x0,0,0,0.016,4
1799,sf206x0,0,0,0.016,14
4077,sf95x0,0,0,0.016,22
1205,sf172x0,0,0,0.016,3
1552,sf192x0,0,0,0.016,7
2415,sf248x0,0,0,0.016,16
1286,sf177x0,0,0,0.016,9
1970,sf21x1,0,0,0.016,6
2042,sf222x0,0,0,0.016,19
1793,sf206x0,0,0,0.016,7
1128,sf167x0,0,0,0.016,10
884,sf154x0,0,0,0.016,4
740,sf148x0,0,0,0.016,4
2474,sf251x0,0,0,0.016,16
716,sf147x0,0,0,0.016,10
1743,sf202x0,0,0,0.016,9
2975,sf277x0,0,0,0.016,12
345,sf128x0,0,0,0.016,14
426,sf132x0,0,0,0.016,4
1318,sf179x0,0,0,0.016,13
2867,sf272x0,0,0,0.016,9
3475,sf53x0,0,0,0.016,14
2747,sf267x0,0,0,0.016,11
1716,sf200x0,0,0,0.016,12
820,sf150x0,0,0,0.016,6
953,sf157x0,0,0,0.016,19
1054,sf162x0,0,0,0.016,9
93,sf106x0,0,0,0.016,9
1735,sf201x0,0,0,0.016,21
1887,sf213x0,0,0,0.016,2
2578,sf259x0,0,0,0.016,4
2156,sf233x0,0,0,0.016,8
975,sf159x0,0,0,0.015,4
2497,sf253x0,0,0,0.015,8
3146,sf30x1,0,0,0.015,12
208,sf115x0,0,0,0.015,10
3461,sf52x0,0,0,0.015,23
1918,sf215x0,0,0,0.015,11
2972,sf277x0,0,0,0.015,8
1152,sf168x0,0,0,0.015,12
4118,sf98x0,0,0,0.015,7
694,sf146x0,0,0,0.015,2
4058,sf95x0,0,0,0.015,3
2680,sf263x0,0,0,0.015,3
2074,sf227x0,0,0,0.015,3
3251,sf3x0,0,0,0.015,4
2919,sf274x0,0,0,0.015,17
1447,sf186x0,0,0,0.015,15
177,sf113x0,0,0,0.015,6
1678,sf199x0,0,0,0.015,11
384,sf12x0,0,0,0.015,17
175,sf113x0,0,0,0.015,4
2123,sf22x1,0,0,0.015,25
1755,sf203x0,0,0,0.015,7
401,sf130x0,0,0,0.015,15
3169,sf30x2,0,0,0.015,14
1302,sf178x0,0,0,0.015,11
681,sf145x0,0,0,0.015,4
3919,sf81x0,0,0,0.015,16
4,sf100x0,0,0,0.015,6
3025,sf27x1,0,0,0.015,3
2977,sf277x0,0,0,0.015,14
1472,sf188x0,0,0,0.015,5
3762,sf68x0,0,0,0.015,6
2572,sf258x0,0,0,0.015,15
3362,sf49x0,0,0,0.015,4
4126,sf98x0,0,0,0.015,15
1177,sf170x0,0,0,0.014,3
1555,sf192x0,0,0,0.014,10
3283,sf42x0,0,0,0.014,5
1742,sf202x0,0,0,0.014,8
1096,sf164x0,0,0,0.014,14
1058,sf162x0,0,0,0.014,13
841,sf151x0,0,0,0.014,8
1491,sf189x0,0,0,0.014,12
2937,sf275x0,0,0,0.014,9
3752,sf67x0,0,0,0.014,14
1492,sf189x0,0,0,0.014,13
2678,sf263x0,0,0,0.014,1
1801,sf206x0,0,0,0.014,16
2106,sf229x0,0,0,0.014,10
2137,sf231x0,0,0,0.014,1
2843,sf270x0,0,0,0.014,24
346,sf128x0,0,0,0.014,15
2556,sf257x0,0,0,0.014,20
1274,sf176x0,0,0,0.014,12
1271,sf176x0,0,0,0.014,8
2385,sf246x0,0,0,0.014,20
2649,sf261x0,0,0,0.014,24
2326,sf244x0,0,0,0.014,8
2263,sf240x0,0,0,0.014,14
2996,sf278x0,0,0,0.014,16
2324,sf244x0,0,0,0.014,6
106,sf109x0,0,0,0.014,1
1112,sf166x0,0,0,0.014,1
3832,sf73x0,0,0,0.014,13
1105,sf165x0,0,0,0.014,9
1358,sf180x0,0,0,0.014,15
1617,sf196x0,0,0,0.014,17
1320,sf17x0,0,0,0.014,1
3040,sf280x0,0,0,0.014,4
3249,sf3x0,0,0,0.014,1
3751,sf67x0,0,0,0.014,12
409,sf131x0,0,0,0.014,6
3049,sf280x0,0,0,0.014,14
3254,sf3x0,0,0,0.014,7
4078,sf95x0,0,0,0.014,24
2491,sf253x0,0,0,0.014,2
2321,sf244x0,0,0,0.013,3
3833,sf73x0,0,0,0.013,14
3624,sf60x0,0,0,0.013,10
349,sf128x0,0,0,0.013,18
3992,sf90x0,0,0,0.013,11
2323,sf244x0,0,0,0.013,5
1169,sf169x0,0,0,0.013,10
2277,sf241x0,0,0,0.013,3
1692,sf19x1,0,0,0.013,22
3135,sf2x0,0,0,0.013,13
3907,sf81x0,0,0,0.013,3
1157,sf168x0,0,0,0.013,17
1524,sf190x0,0,0,0.013,13
3984,sf90x0,0,0,0.013,3
2072,sf227x0,0,0,0.013,1
1098,sf165x0,0,0,0.013,1
527,sf137x0,0,0,0.013,10
1021,sf160x0,0,0,0.013,8
3659,sf62x0,0,0,0.013,15
3927,sf82x0,0,0,0.013,5
1471,sf188x0,0,0,0.013,4
264,sf122x0,0,0,0.013,4
2271,sf240x0,0,0,0.013,23
3205,sf32x1,0,0,0.013,10
2886,sf273x0,0,0,0.013,7
2390,sf247x0,0,0,0.013,5
2780,sf268x0,0,0,0.013,23
651,sf142x0,0,0,0.013,11
1219,sf173x0,0,0,0.013,11
1792,sf206x0,0,0,0.012,6
1976,sf21x1,0,0,0.012,21
3830,sf73x0,0,0,0.012,11
844,sf151x0,0,0,0.012,11
3912,sf81x0,0,0,0.012,8
555,sf139x0,0,0,0.012,6
1534,sf191x0,0,0,0.012,2
2388,sf247x0,0,0,0.012,3
1046,sf161x0,0,0,0.012,20
1416,sf184x0,0,0,0.012,9
1040,sf161x0,0,0,0.012,14
3181,sf31x1,0,0,0.012,4
2124,sf230x0,0,0,0.012,1
1717,sf201x0,0,0,0.012,1
667,sf144x0,0,0,0.012,1
2080,sf227x0,0,0,0.012,10
2495,sf253x0,0,0,0.012,6
3951,sf83x0,0,0,0.012,11
866,sf152x0,0,0,0.012,15
1464,sf187x0,0,0,0.012,18
3958,sf84x0,0,0,0.012,4
2279,sf241x0,0,0,0.012,5
412,sf131x0,0,0,0.012,9
3203,sf32x1,0,0,0.012,8
1413,sf184x0,0,0,0.012,6
2142,sf231x0,0,0,0.012,7
4035,sf93x0,0,0,0.012,8
1008,sf15x1,0,0,0.012,8
1352,sf180x0,0,0,0.012,8
3669,sf63x0,0,0,0.012,10
1701,sf1x0,0,0,0.012,10
984,sf159x0,0,0,0.012,13
1116,sf166x0,0,0,0.012,5
2150,sf233x0,0,0,0.012,1
97,sf106x0,0,0,0.012,13
754,sf148x0,0,0,0.012,19
1119,sf166x0,0,0,0.012,9
1309,sf179x0,0,0,0.012,4
916,sf156x0,0,0,0.012,3
1654,sf198x0,0,0,0.012,10
2143,sf231x0,0,0,0.012,8
3710,sf65x0,0,0,0.012,12
3310,sf44x0,0,0,0.012,5
1114,sf166x0,0,0,0.012,3
1373,sf182x0,0,0,0.012,1
2013,sf221x0,0,0,0.012,1
2251,sf240x0,0,0,0.011,1
2256,sf240x0,0,0,0.011,6
4132,sf99x0,0,0,0.011,7
450,sf133x0,0,0,0.011,14
805,sf14x1,0,0,0.011,9
14,sf100x0,0,0,0.011,16
2939,sf275x0,0,0,0.011,11
2252,sf240x0,0,0,0.011,2
1536,sf191x0,0,0,0.011,4
331,sf127x0,0,0,0.011,18
455,sf134x0,0,0,0.011,2
2285,sf241x0,0,0,0.011,12
1635,sf197x0,0,0,0.011,16
2466,sf251x0,0,0,0.011,7
1400,sf183x0,0,0,0.011,15
2375,sf246x0,0,0,0.011,9
3083,sf282x0,0,0,0.011,3
845,sf151x0,0,0,0.011,12
475,sf135x0,0,0,0.011,7
3943,sf83x0,0,0,0.011,3
636,sf141x0,0,0,0.011,13
2537,sf257x0,0,0,0.011,1
1992,sf21x3,0,0,0.011,6
2422,sf249x0,0,0,0.011,3
817,sf150x0,0,0,0.011,3
2883,sf273x0,0,0,0.011,4
1028,sf161x0,0,0,0.011,1
458,sf134x0,0,0,0.011,5
1000,sf15x0,0,0,0.011,13
1304,sf178x0,0,0,0.011,13
2417,sf248x0,0,0,0.011,18
35,sf101x0,0,0,0.011,16
1913,sf215x0,0,0,0.011,6
3158,sf30x2,0,0,0.011,3
1803,sf206x0,0,0,0.011,18
2948,sf275x0,0,0,0.011,21
2493,sf253x0,0,0,0.011,4
1741,sf202x0,0,0,0.011,7
1554,sf192x0,0,0,0.011,9
1436,sf186x0,0,0,0.011,3
2942,sf275x0,0,0,0.011,15
1789,sf206x0,0,0,0.011,2
1441,sf186x0,0,0,0.011,8
1642,sf197x0,0,0,0.011,23
1573,sf194x0,0,0,0.011,15
2320,sf244x0,0,0,0.011,2
1575,sf194x0,0,0,0.011,17
3293,sf43x0,0,0,0.01,1
3815,sf72x0,0,0,0.01,7
1904,sf214x0,0,0,0.01,10
2233,sf239x0,0,0,0.01,15
908,sf155x0,0,0,0.01,11
3056,sf280x0,0,0,0.01,21
1901,sf214x0,0,0,0.01,7
3821,sf72x0,0,0,0.01,13
1861,sf211x0,0,0,0.01,6
909,sf155x0,0,0,0.01,12
2543,sf257x0,0,0,0.01,7
3285,sf42x0,0,0,0.01,7
3295,sf43x0,0,0,0.01,3
2409,sf248x0,0,0,0.01,9
2155,sf233x0,0,0,0.01,7
2058,sf224x0,0,0,0.01,15
2861,sf272x0,0,0,0.01,3
2280,sf241x0,0,0,0.01,6
2868,sf272x0,0,0,0.01,10
424,sf132x0,0,0,0.01,2
3230,sf32x2,0,0,0.01,14
69,sf103x0,0,0,0.01,7
2967,sf277x0,0,0,0.01,3
2472,sf251x0,0,0,0.01,14
2523,sf256x0,0,0,0.01,4
1680,sf199x0,0,0,0.01,13
2031,sf222x0,0,0,0.01,7
3212,sf32x1,0,0,0.01,18
3190,sf31x1,0,0,0.01,13
4140,sf99x0,0,0,0.01,15
2674,sf262x0,0,0,0.01,15
876,sf153x0,0,0,0.01,10
3315,sf44x0,0,0,0.01,10
987,sf159x0,0,0,0.01,16
2308,sf243x0,0,0,0.01,2
3317,sf44x0,0,0,0.01,12
420,sf131x0,0,0,0.01,17
3123,sf29x1,0,0,0.01,31
16,sf100x0,0,0,0.01,18
2,sf100x0,0,0,0.01,4
1470,sf188x0,0,0,0.01,3
8,sf100x0,0,0,0.01,10
1727,sf201x0,0,0,0.01,12
122,sf10x0,0,0,0.01,12
799,sf14x1,0,0,0.01,2
2696,sf264x0,0,0,0.01,6
2059,sf225x0,0,0,0.01,1
562,sf139x0,0,0,0.01,14
708,sf147x0,0,0,0.01,2
4037,sf93x0,0,0,0.01,10
1024,sf160x0,0,0,0.01,11
2272,sf240x0,0,0,0.01,24
2913,sf274x0,0,0,0.01,11
2451,sf250x0,0,0,0.009,5
2532,sf256x0,0,0,0.009,14
3069,sf281x0,0,0,0.009,14
3931,sf82x0,0,0,0.009,9
2979,sf277x0,0,0,0.009,16
2050,sf224x0,0,0,0.009,6
1180,sf170x0,0,0,0.009,6
1624,sf197x0,0,0,0.009,4
1186,sf170x0,0,0,0.009,13
2845,sf270x0,0,0,0.009,26
2555,sf257x0,0,0,0.009,19
10,sf100x0,0,0,0.009,12
1715,sf200x0,0,0,0.009,11
328,sf127x0,0,0,0.009,15
3346,sf47x0,0,0,0.009,3
728,sf147x0,0,0,0.009,22
1433,sf185x0,0,0,0.009,14
3013,sf279x0,0,0,0.009,8
1338,sf17x1,0,0,0.009,8
1004,sf15x1,0,0,0.009,4
2838,sf270x0,0,0,0.009,19
1348,sf180x0,0,0,0.009,4
3772,sf68x0,0,0,0.009,17
1882,sf212x0,0,0,0.009,17
1858,sf211x0,0,0,0.009,2
1406,sf183x0,0,0,0.009,21
1393,sf183x0,0,0,0.009,8
1221,sf173x0,0,0,0.009,13
2761,sf268x0,0,0,0.009,3
2625,sf260x0,0,0,0.009,22
273,sf122x0,0,0,0.009,13
3855,sf75x0,0,0,0.009,11
3776,sf69x0,0,0,0.009,5
846,sf151x0,0,0,0.009,13
439,sf133x0,0,0,0.009,2
3780,sf69x0,0,0,0.009,10
789,sf14x0,0,0,0.009,9
2545,sf257x0,0,0,0.009,9
210,sf116x0,0,0,0.009,1
2903,sf273x0,0,0,0.009,26
1609,sf196x0,0,0,0.009,8
1842,sf20x1,0,0,0.009,22
968,sf158x0,0,0,0.009,12
2606,sf260x0,0,0,0.009,1
2891,sf273x0,0,0,0.009,13
804,sf14x1,0,0,0.009,8
698,sf146x0,0,0,0.009,6
2885,sf273x0,0,0,0.009,6
3410,sf50x0,0,0,0.009,28
2991,sf278x0,0,0,0.009,10
2623,sf260x0,0,0,0.009,20
3795,sf71x0,0,0,0.009,1
1864,sf211x0,0,0,0.008,10
2336,sf244x0,0,0,0.008,19
42,sf101x0,0,0,0.008,23
1025,sf160x0,0,0,0.008,12
315,sf127x0,0,0,0.008,1
2800,sf269x0,0,0,0.008,18
1234,sf173x0,0,0,0.008,27
3100,sf28x1,0,0,0.008,9
235,sf11x0,0,0,0.008,15
360,sf129x0,0,0,0.008,10
3773,sf69x0,0,0,0.008,1
1586,sf195x0,0,0,0.008,6
2034,sf222x0,0,0,0.008,10
1341,sf17x1,0,0,0.008,12
4136,sf99x0,0,0,0.008,11
1247,sf174x0,0,0,0.008,13
3768,sf68x0,0,0,0.008,13
3741,sf67x0,0,0,0.008,1
344,sf128x0,0,0,0.008,13
3360,sf49x0,0,0,0.008,2
436,sf132x0,0,0,0.008,15
348,sf128x0,0,0,0.008,17
2071,sf225x0,0,0,0.008,15
1026,sf160x0,0,0,0.008,13
1942,sf217x0,0,0,0.008,9
104,sf107x0,0,0,0.008,8
1613,sf196x0,0,0,0.008,13
540,sf138x0,0,0,0.008,9
1866,sf211x0,0,0,0.008,12
854,sf152x0,0,0,0.008,2
1242,sf174x0,0,0,0.008,8
1044,sf161x0,0,0,0.008,18
1848,sf210x0,0,0,0.008,7
3929,sf82x0,0,0,0.008,7
2608,sf260x0,0,0,0.008,3
2535,sf256x0,0,0,0.008,17
1489,sf189x0,0,0,0.008,10
1405,sf183x0,0,0,0.008,20
1734,sf201x0,0,0,0.008,20
3453,sf52x0,0,0,0.008,14
3454,sf52x0,0,0,0.008,15
2567,sf258x0,0,0,0.008,10
4026,sf92x0,0,0,0.008,13
687,sf145x0,0,0,0.008,10
686,sf145x0,0,0,0.008,9
1161,sf169x0,0,0,0.008,2
169,sf112x0,0,0,0.008,10
1725,sf201x0,0,0,0.008,10
944,sf157x0,0,0,0.008,10
194,sf114x0,0,0,0.008,12
938,sf157x0,0,0,0.008,3
558,sf139x0,0,0,0.008,9
3878,sf78x0,0,0,0.008,4
2046,sf224x0,0,0,0.008,1
2407,sf248x0,0,0,0.008,7
2273,sf240x0,0,0,0.008,25
2209,sf238x0,0,0,0.008,4
2549,sf257x0,0,0,0.008,13
2161,sf233x0,0,0,0.008,14
2638,sf261x0,0,0,0.008,13
2216,sf238x0,0,0,0.008,12
645,sf142x0,0,0,0.008,4
1549,sf192x0,0,0,0.008,4
718,sf147x0,0,0,0.008,12
700,sf146x0,0,0,0.008,8
2828,sf270x0,0,0,0.008,7
1525,sf190x0,0,0,0.008,14
2460,sf251x0,0,0,0.008,1
2021,sf221x0,0,0,0.008,10
2086,sf228x0,0,0,0.008,2
1875,sf212x0,0,0,0.008,9
1062,sf162x0,0,0,0.008,17
1435,sf186x0,0,0,0.008,2
2935,sf275x0,0,0,0.008,7
2699,sf264x0,0,0,0.007,9
3554,sf57x0,0,0,0.007,11
376,sf12x0,0,0,0.007,8
347,sf128x0,0,0,0.007,16
895,sf154x0,0,0,0.007,16
2898,sf273x0,0,0,0.007,20
276,sf123x0,0,0,0.007,1
818,sf150x0,0,0,0.007,4
3962,sf84x0,0,0,0.007,8
1461,sf187x0,0,0,0.007,15
399,sf130x0,0,0,0.007,13
865,sf152x0,0,0,0.007,14
1430,sf185x0,0,0,0.007,10
1423,sf185x0,0,0,0.007,3
3409,sf50x0,0,0,0.007,27
1463,sf187x0,0,0,0.007,17
2881,sf273x0,0,0,0.007,2
2166,sf233x0,0,0,0.007,19
1359,sf181x0,0,0,0.007,1
1060,sf162x0,0,0,0.007,15
1055,sf162x0,0,0,0.007,10
1090,sf164x0,0,0,0.007,8
2930,sf275x0,0,0,0.007,2
931,sf156x0,0,0,0.007,19
1474,sf188x0,0,0,0.007,7
710,sf147x0,0,0,0.007,4
951,sf157x0,0,0,0.007,17
2384,sf246x0,0,0,0.007,19
3121,sf29x1,0,0,0.007,17
1347,sf180x0,0,0,0.007,3
1346,sf180x0,0,0,0.007,2
2133,sf230x0,0,0,0.007,11
1324,sf17x0,0,0,0.007,6
1449,sf187x0,0,0,0.007,2
2758,sf267x0,0,0,0.007,22
1477,sf188x0,0,0,0.007,10
2295,sf242x0,0,0,0.007,5
1385,sf182x0,0,0,0.007,13
3257,sf3x0,0,0,0.007,10
445,sf133x0,0,0,0.007,8
2968,sf277x0,0,0,0.007,4
461,sf134x0,0,0,0.007,8
941,sf157x0,0,0,0.007,6
3324,sf45x0,0,0,0.007,7
867,sf153x0,0,0,0.007,1
2424,sf249x0,0,0,0.007,5
870,sf153x0,0,0,0.007,4
2779,sf268x0,0,0,0.007,22
489,sf136x0,0,0,0.007,2
2149,sf231x0,0,0,0.007,14
3761,sf68x0,0,0,0.007,5
1652,sf198x0,0,0,0.007,8
1191,sf171x0,0,0,0.007,3
535,sf138x0,0,0,0.007,4
3433,sf51x0,0,0,0.007,17
3771,sf68x0,0,0,0.007,16
2307,sf243x0,0,0,0.007,1
768,sf149x0,0,0,0.007,2
3345,sf47x0,0,0,0.007,2
2001,sf220x0,0,0,0.007,2
2005,sf220x0,0,0,0.007,7
1850,sf210x0,0,0,0.007,10
2008,sf220x0,0,0,0.007,10
2017,sf221x0,0,0,0.007,6
2014,sf221x0,0,0,0.007,2
460,sf134x0,0,0,0.007,7
2420,sf249x0,0,0,0.007,1
2410,sf248x0,0,0,0.007,10
457,sf134x0,0,0,0.007,4
3047,sf280x0,0,0,0.007,12
245,sf120x0,0,0,0.007,6
677,sf144x0,0,0,0.007,12
1697,sf1x0,0,0,0.007,6
2227,sf239x0,0,0,0.007,8
3671,sf63x0,0,0,0.007,12
3753,sf67x0,0,0,0.007,15
3736,sf66x0,0,0,0.007,14
1379,sf182x0,0,0,0.007,7
171,sf112x0,0,0,0.007,12
406,sf131x0,0,0,0.007,2
3167,sf30x2,0,0,0.007,12
4104,sf97x0,0,0,0.007,7
3012,sf279x0,0,0,0.006,7
2386,sf247x0,0,0,0.006,1
602,sf13x2,0,0,0.006,23
821,sf150x0,0,0,0.006,7
1465,sf187x0,0,0,0.006,19
1794,sf206x0,0,0,0.006,8
1603,sf196x0,0,0,0.006,2
3798,sf71x0,0,0,0.006,5
2527,sf256x0,0,0,0.006,8
2524,sf256x0,0,0,0.006,5
2569,sf258x0,0,0,0.006,12
4072,sf95x0,0,0,0.006,17
3831,sf73x0,0,0,0.006,12
4063,sf95x0,0,0,0.006,8
1459,sf187x0,0,0,0.006,13
3749,sf67x0,0,0,0.006,10
3209,sf32x1,0,0,0.006,14
1232,sf173x0,0,0,0.006,25
3282,sf42x0,0,0,0.006,4
1149,sf168x0,0,0,0.006,9
2768,sf268x0,0,0,0.006,11
4083,sf95x0,0,0,0.006,29
2098,sf229x0,0,0,0.006,1
2032,sf222x0,0,0,0.006,8
1629,sf197x0,0,0,0.006,10
1292,sf178x0,0,0,0.006,1
4112,sf97x0,0,0,0.006,15
940,sf157x0,0,0,0.006,5
3062,sf281x0,0,0,0.006,6
118,sf10x0,0,0,0.006,8
2054,sf224x0,0,0,0.006,10
2405,sf248x0,0,0,0.006,5
2366,sf245x0,0,0,0.006,30
1719,sf201x0,0,0,0.006,3
1240,sf174x0,0,0,0.006,6
1236,sf174x0,0,0,0.006,1
1083,sf163x0,0,0,0.006,19
3904,sf80x0,0,0,0.006,9
1916,sf215x0,0,0,0.006,9
1553,sf192x0,0,0,0.006,8
447,sf133x0,0,0,0.006,10
1018,sf160x0,0,0,0.006,4
1138,sf167x0,0,0,0.006,20
962,sf158x0,0,0,0.006,5
3763,sf68x0,0,0,0.006,7
556,sf139x0,0,0,0.006,7
2974,sf277x0,0,0,0.006,11
1744,sf202x0,0,0,0.006,10
2312,sf243x0,0,0,0.006,6
3075,sf281x0,0,0,0.006,20
736,sf147x0,0,0,0.006,31
526,sf137x0,0,0,0.006,9
2893,sf273x0,0,0,0.006,15
2379,sf246x0,0,0,0.006,14
3300,sf43x0,0,0,0.006,8
