,Unnamed: 0,Atom Number,Catalyst Name,CatalystO2File,Element,SpinDensity,ChElPGPositiveCharge,ChElPGNeutralCharge,ChargeDifference,Doesitbind,BondLength,IonizedFreeEnergy,IonizationEnergy,BindingEnergy,NeutralFreeEnergy,OrthoOrPara,Meta,FartherThanPara,DistanceToN,AverageBondLength,BondLengthRange,NumberOfHydrogens,AromaticSize,IsInRingSize6,IsInRingSize5,NeighborSpinDensity,NeighborChElPGCharge,NeighborChargeDifference,AromaticExtent,RingEdge,NumNitrogens,NumHeteroatoms,ring_nitrogens,atom_plane_deviation,ring_plane_deviation,charge,Doesitbind_pred,Doesitbind_predproba
3114,3114,9,sf29x1,sf29x1O2-8_optsp_a0m2.out,C,-0.3532603101768629,-0.230129,-0.29296156557045056,1.1007558344905066,0,1.7531726380000001,-765.29772238,-0.549888945392441,1.6743744630000001,-765.40757381,1,0,0,-0.8114009761927502,-0.22950671286150195,0.071951468257899,1,6,1,0,-0.401428517854916,-0.49149388788641907,-0.17254309069932705,0.4832882135228962,2,2,2,2,-0.2428347513902422,7.474941246466227,0,0,0.322
3115,3115,11,sf29x1,sf29x1O2-10_optsp_a0m2.out,C,-0.9514712327171622,-0.022906,0.3785329602447938,0.2912431994580942,0,1.7035105119999998,-765.29772238,-0.549888945392441,0.10400316300000001,-765.40757381,1,0,0,-0.8114009761927502,-0.27599733169239987,0.019548974914662454,1,6,1,0,0.7543229629807316,-0.3721566423231773,0.0385001733037538,0.4832882135228962,2,2,2,2,-0.11763837223561135,7.474941246466227,0,0,0.303
3116,3116,12,sf29x1,None,C,0.931163057268601,-0.29407,-1.2643884142387103,-0.9814451861448886,0,0.0,-765.29772238,-0.549888945392441,0.0,-765.40757381,0,1,0,-0.3728716832647707,-0.01770794447417862,0.08978534474006805,1,6,1,0,-0.7898127013583398,0.8613394553844187,0.33297646388484275,0.4832882135228962,2,2,2,2,0.29422285035670986,7.474941246466227,0,0,0.188
3117,3117,13,sf29x1,None,C,-0.34354135755603565,0.229352,1.6076601128338956,0.5620693456579332,0,0.0,-765.29772238,-0.549888945392441,0.0,-765.40757381,1,0,0,0.06565760966320877,0.1436244442796024,0.04502139104990022,0,6,1,0,0.14477616813071553,-1.3496797432906378,-0.1806326339214528,0.4832882135228962,1,2,2,2,-0.24117973330429898,7.474941246466227,0,0,0.037
3118,3118,14,sf29x1,None,C,-0.8019444020224492,0.020675,0.7923181408163672,0.9527001615336039,0,0.0,-765.29772238,-0.549888945392441,0.0,-765.40757381,0,1,0,-0.3728716832647707,0.18143065764435706,0.0531640013882646,0,6,1,0,1.0633219472571758,-0.033704992320345656,-0.8589316054808532,0.4832882135228962,1,2,2,2,0.0174229745717136,7.474941246466227,0,0,0.008
3119,3119,15,sf29x1,None,C,0.17796689160230503,-0.21257,-0.5393240506642871,0.10678401201938126,0,0.0,-765.29772238,-0.549888945392441,0.0,-765.40757381,1,0,0,0.06565760966320877,-0.03143018390897186,0.010752334490078177,1,6,1,0,-0.7071391218016712,0.19837465934065382,0.5114308646033522,0.4832882135228962,2,2,2,2,-0.08272215436278585,7.474941246466227,0,0,0.048
3120,3120,16,sf29x1,sf29x1O2-15_optsp_a0m2.out,C,-0.3845150632086638,-0.10284,-0.029877153905204675,0.14765692350464205,0,1.5968914330000001,-765.29772238,-0.549888945392441,0.40531600799999995,-765.40757381,0,0,1,0.5041869025911883,-0.06564831279458228,0.0014474335763112745,1,6,1,0,0.07213450519174201,-0.502309769889366,-0.13900839679087612,0.4832882135228962,2,2,2,2,-0.18069288124930785,7.474941246466227,0,0,0.003
3121,3121,17,sf29x1,sf29x1O2-16_optsp_a0m2.out,C,0.003582593145196569,-0.086719,-0.07591556974819842,-0.21520569432181164,0,1.562912899,-765.29772238,-0.549888945392441,0.18308921399999997,-765.40757381,0,0,1,0.9427161955191676,-0.06618110878304592,0.001592316246444847,1,6,1,0,-0.3613479836270086,-0.5291423071648333,0.20847285712682187,0.4832882135228962,2,2,2,2,-0.19526893165691686,7.474941246466227,0,0,0.013
3122,3122,18,sf29x1,None,C,-0.1894626123427075,-0.255914,-0.6630138676203113,0.3272604697544206,0,0.0,-765.29772238,-0.549888945392441,0.0,-765.40757381,0,0,1,0.5041869025911883,-0.04534569703812868,0.007258068527409511,1,6,1,0,-0.2246934837519942,0.5756012031641062,0.0973262243011513,0.4832882135228962,2,2,2,2,-0.2376057849536069,7.474941246466227,0,0,0.003
3123,3123,31,sf29x1,None,C,-0.32376675308967556,-0.108398,0.332069602228858,1.328777848277668,0,0.0,-765.29772238,-0.549888945392441,0.0,-765.40757381,1,0,0,-0.8114009761927502,-10.3021115540612,0.0,3,6,0,0,-0.4406534205968183,0.055318866472066894,0.7556397178811749,-1.8254821697134858,0,2,2,0,-0.24376733069755524,-0.33701596875898887,0,0,0.018
3319,3319,1,sf45x0,sf45x0_optsp_a0m2O2-0_optsp_a0m2.out,C,2.3106780557530184,0.009977,-0.21625950335441801,-1.977320640673039,1,1.523927628,-630.51866324,-0.5145221874537507,-0.423906564,-630.62899383,1,0,0,0.06565760966320877,0.011362051281354662,0.03671512885239482,1,6,1,0,-1.6824248702331288,-0.46491815227861927,0.8777825929194308,0.0758581458929464,2,1,2,1,-0.24375753139829023,-0.337007357930401,0,1,0.999
3320,3320,2,sf45x0,None,C,-1.1901650830930288,-0.164866,-0.03820421223030225,0.9778612113308082,0,0.0,-630.51866324,-0.5145221874537507,0.0,-630.62899383,0,1,0,-0.3728716832647707,-0.094696841444996,0.06555561545940902,1,6,1,0,1.8718429437319575,-0.6283907567253949,-2.4233892851369934,0.0758581458929464,2,1,2,1,-0.24374419346317952,-0.337007357930401,0,0,0.002
3321,3321,3,sf45x0,sf45x0_optsp_a0m2O2-2_optsp_a0m2.out,C,1.0562014943510762,-0.10967,-0.7586801044692345,-1.982010748639623,1,1.5373215340000002,-630.51866324,-0.5145221874537507,-0.457204664,-630.62899383,1,0,0,-0.8114009761927502,-0.16789906952542635,0.04564980818302655,1,6,1,0,-0.3751105985459716,0.7538409825003803,1.5563122548748995,0.0758581458929464,2,1,2,1,-0.2436112255813569,-0.337007357930401,0,1,0.994
3322,3322,5,sf45x0,sf45x0_optsp_a0m2O2-4_optsp_a0m2.out,C,1.4912686925513596,0.289489,1.0977295053034857,-1.8234988938042767,0,1.5764198109999998,-630.51866324,-0.5145221874537507,-0.057477795,-630.62899383,1,0,0,-0.8114009761927502,0.06611462006619337,0.0286223645145971,0,6,1,0,-1.131050139760026,-0.5719979737044432,1.7441326856737789,0.0758581458929464,1,1,2,1,-0.24376262095682324,-0.337007357930401,0,0,0.066
3323,3323,6,sf45x0,sf45x0_optsp_a0m2O2-5_optsp_a0m2.out,C,-1.6220983885095144,-0.268142,-0.5269419590505832,0.9111513227237471,0,1.645743355,-630.51866324,-0.5145221874537507,0.109624956,-630.62899383,0,1,0,-0.3728716832647707,-0.08959227693857194,0.009262721269192252,1,6,1,0,2.1269298932757934,0.28629578156014024,-2.3203398852133175,0.0758581458929464,2,1,2,1,-0.24373821766311096,-0.337007357930401,0,0,0.003
3324,3324,7,sf45x0,None,C,-1.367786874095383,-0.320904,-0.7509497734508215,0.9554314597023794,0,0.0,-630.51866324,-0.5145221874537507,0.0,-630.62899383,0,1,0,-0.3728716832647707,-0.10738233895373579,0.056091115297135286,1,6,1,0,1.6026199468833173,0.16038311850628012,-1.9269743115176496,0.0758581458929464,2,1,2,1,-0.24376533876419906,-0.337007357930401,0,0,0.011
3325,3325,8,sf45x0,sf45x0_optsp_a0m2O2-7_optsp_a0m2.out,C,1.3841659641695452,-0.118036,-0.5776050115203819,-1.3140704020220704,1,1.5331822769999999,-630.51866324,-0.5145221874537507,-0.36150085600000004,-630.62899383,1,0,0,0.06565760966320877,-0.0157610885624421,0.08100558853839224,1,6,1,0,-1.1256045529296042,0.046302754140001325,0.9603236166326415,0.0758581458929464,2,1,2,1,-0.24375440634182782,-0.337007357930401,0,1,0.937
3326,3326,9,sf45x0,None,C,-0.5050792855936096,0.09005099999999999,1.130129085659607,1.0265003898313239,0,0.0,-630.51866324,-0.5145221874537507,0.0,-630.62899383,0,1,0,-0.3728716832647707,0.1367309464409938,0.04156453653712289,0,6,1,0,0.6742235289963665,-0.9238896303142886,-1.324080340753083,0.0758581458929464,1,1,2,1,-0.2437375719728493,-0.337007357930401,0,0,0.001
3327,3327,10,sf45x0,None,C,-0.5721666061161886,0.132208,0.8479448795190418,-0.41609405407876443,0,0.0,-630.51866324,-0.5145221874537507,0.0,-630.62899383,1,0,0,-0.8114009761927502,0.045557790778910257,0.021790466785311047,0,6,1,0,0.27914294144780966,-0.27729324308783293,1.5323050743240665,0.0758581458929464,1,1,2,1,-0.24376607096851535,-0.337007357930401,0,0,0.03
3328,3328,11,sf45x0,None,C,0.03369774880107102,-0.5149859999999999,-1.79066121278173,0.4600870862551217,0,0.0,-630.51866324,-0.5145221874537507,0.0,-630.62899383,0,1,0,-0.3728716832647707,-0.010975660539889933,0.001264964126563628,1,6,1,0,-0.502791844489365,1.6975806371876863,-0.25792160628417643,0.0758581458929464,2,1,2,1,-0.24374559245874644,-0.337007357930401,0,0,0.015
3329,3329,12,sf45x0,sf45x0_optsp_a0m2O2-11_optsp_a0m2.out,C,-0.255857109460604,0.515095,2.780161460547768,0.19819973406218364,0,1.576611379,-630.51866324,-0.5145221874537507,0.181998052,-630.62899383,1,0,0,0.06565760966320877,-0.13735247840459847,0.04097217881288495,0,6,1,0,0.05016362889856084,-3.168472159554356,-0.1180386397882736,0.0758581458929464,2,1,2,1,-0.24376530922281453,-0.337007357930401,0,0,0.098
3330,3330,13,sf45x0,sf45x0_optsp_a0m2O2-12_optsp_a0m2.out,C,0.07170591128225429,-0.257778,-0.9014606745777494,-0.37462798188008306,0,3.145156253,-630.51866324,-0.5145221874537507,-0.11312429,-630.62899383,0,0,1,0.5041869025911883,-0.08444642044302532,0.0013565568927544902,1,6,1,0,-0.14513063222495418,0.9921486141016244,0.01764576149918689,0.0758581458929464,2,1,2,1,-0.24376413178763154,-0.337007357930401,0,0,0.007
3331,3331,14,sf45x0,sf45x0_optsp_a0m2O2-13_optsp_a0m2.out,C,0.07331170758469609,-0.197474,-0.51346134671321,-0.02253881794157652,0,1.55480528,-630.51866324,-0.5145221874537507,0.247636427,-630.62899383,1,0,0,0.06565760966320877,-0.056502560209262656,0.008955302326572712,1,6,1,0,-0.2852765436297266,-0.030221984827776563,0.2715128526923989,0.0758581458929464,2,1,2,1,-0.24375843874081476,-0.337007357930401,0,0,0.048
3332,3332,1,sf46x0,None,C,-0.39270591934813515,-0.550977,-2.0864345271336107,0.05403409183050654,0,0.0,-518.47202686,-0.18512478364178706,0.0,-518.58682023,1,0,0,0.06565760966320877,-0.523290062560559,0.0,2,0,0,0,-0.3902219207225359,1.1431458366930454,1.1424152359291604,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.142
3333,3333,2,sf46x0,None,C,-0.27969800456379257,-0.003665,0.8157577702493918,1.359980860690648,0,0.0,-518.47202686,-0.18512478364178706,0.0,-518.58682023,0,1,0,-0.3728716832647707,0.1216306283239934,0.1753726261882893,1,0,0,0,-0.4967081596015832,-1.2346930200972963,0.21899233918753308,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3334,3334,3,sf46x0,None,C,-0.4603500885884965,-0.118955,0.10819740767104809,0.7912776808719365,0,0.0,-518.47202686,-0.18512478364178706,0.0,-518.58682023,1,0,0,-0.8114009761927502,0.5439945582399649,0.0605196331869684,2,0,0,0,0.19804285369167587,0.8879691409224006,0.4899997268086144,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.002
3335,3335,5,sf46x0,sf46x0_optsp_a0m2O2-4_optsp_a0m2.out,C,-0.6544442416610602,-0.050896,0.13637469026623467,-0.061577069545791265,0,1.559822425,-518.47202686,-0.18512478364178706,-0.018122526,-518.58682023,1,0,0,-0.8114009761927502,-0.2826269607025352,0.019614872638302302,1,0,1,0,0.5506645415258027,-0.18119115345550288,-0.35999441686449674,-0.4673819442803199,2,1,1,1,-0.2200763177478371,-0.03672444094131059,0,0,0.056
3336,3336,6,sf46x0,sf46x0_optsp_a0m2O2-5_optsp_a0m2.out,C,0.4091044343775687,-0.330301,-1.3643040728170532,-0.7865436112629274,0,1.584537026,-518.47202686,-0.18512478364178706,0.11415286599999999,-518.58682023,0,1,0,-0.3728716832647707,-0.009574980772687307,0.09386561925418603,1,0,1,0,-0.11220332224233495,0.8256440235786034,-0.27665366644491646,-0.4673819442803199,2,1,1,1,-0.23572973822868634,-0.03672444094131059,0,0,0.026
3337,3337,7,sf46x0,None,C,0.5459532442650998,0.308887,1.771900262675982,-0.03390543254294517,0,0.0,-518.47202686,-0.18512478364178706,0.0,-518.58682023,1,0,0,0.06565760966320877,0.17298550525542883,0.055565512996622164,0,0,1,0,-0.8630707090118084,-1.299631472059124,0.17316184716864605,-0.4673819442803199,1,1,1,1,-0.24287098811855357,-0.03672444094131059,0,0,0.011
3338,3338,8,sf46x0,sf46x0_optsp_a0m2O2-7_optsp_a0m2.out,C,-0.8078107385144342,-0.304137,-0.9028349556476893,0.2606747310641229,0,1.694428517,-518.47202686,-0.18512478364178706,1.13734633,-518.58682023,0,0,1,0.5041869025911883,-0.04783273958281728,0.006862013376987218,1,0,1,0,1.007604385066811,0.6265364112478168,-0.9001944276575895,-0.4673819442803199,2,1,1,1,-0.24347505245931386,-0.03672444094131059,0,0,0.005
3339,3339,9,sf46x0,sf46x0_optsp_a0m2O2-8_optsp_a0m2.out,C,1.2911722282999105,-0.026396,-0.16565974014441917,-1.321174536147926,0,1.5509619140000002,-518.47202686,-0.18512478364178706,-0.0016489870000000002,-518.58682023,0,0,1,0.9427161955191676,-0.022235109814435893,9.872399758714678e-05,1,0,1,0,-1.1929420257667749,-0.679500762582896,0.15878214581372654,-0.4673819442803199,2,1,1,1,-0.2436673732028346,-0.03672444094131059,0,0,0.041
3340,3340,10,sf46x0,sf46x0_optsp_a0m2O2-9_optsp_a0m2.out,C,-1.1850174699460885,-0.11963,-0.07231260260101993,0.24977712725941237,0,1.62034535,-518.47202686,-0.18512478364178706,1.616869457,-518.58682023,0,0,1,0.5041869025911883,-0.06800049593877107,0.01254365880366004,1,0,1,0,1.4515901129319881,-0.652411423639761,-1.3064786635330778,-0.4673819442803199,2,1,1,1,-0.24371183931683363,-0.03672444094131059,0,0,0.002
3341,3341,11,sf46x0,sf46x0_optsp_a0m2O2-10_optsp_a0m2.out,C,1.3211837841943372,-0.198712,-0.769127352997628,-0.785605589669611,0,1.584848119,-518.47202686,-0.18512478364178706,-0.012302093,-518.58682023,1,0,0,0.06565760966320877,0.005899506880790641,0.03263921125370328,1,0,1,0,-1.5558059125329537,0.39552065221001215,0.8046998754450171,-0.4673819442803199,2,1,1,1,-0.24306039059530352,-0.03672444094131059,0,0,0.083
3342,3342,12,sf46x0,None,C,-1.4614799083547902,0.082312,1.2368980669419933,1.459052494267139,0,0.0,-518.47202686,-0.18512478364178706,0.0,-518.58682023,0,1,0,-0.3728716832647707,0.12666900730406788,0.03518080142336588,0,0,1,0,2.903150801153884,-0.8734960795296084,-2.607449462479962,-0.4673819442803199,1,1,1,1,-0.24371141518695588,-0.03672444094131059,0,0,0.002
3343,3343,13,sf46x0,sf46x0_optsp_a0m2O2-12_optsp_a0m2.out,C,2.9988783210809635,-0.10323,-1.1403279030467148,-3.235414513838827,1,1.5300881819999999,-518.47202686,-0.18512478364178706,-0.7603896259999999,-518.58682023,1,0,0,-0.8114009761927502,-0.04027524499292206,0.0103169369150109,1,0,1,0,-0.6001489304795954,1.1212594290166908,0.9094486946197292,-0.4673819442803199,2,1,1,1,-0.22799656339699761,-0.03672444094131059,0,1,0.982
3359,3359,1,sf49x0,sf49x0_optsp_a0m2O2-0_optsp_a0m2.out,C,2.6870948390036324,-0.28043,-1.8005614612789962,-2.805690268618159,1,1.478852457,-595.79378033,0.0319213848172568,-0.673039595,-595.91151431,0,0,1,0.9427161955191676,-0.30007429225841803,0.0,2,6,0,0,-1.3617117108241323,0.42152020256346495,0.8620187491881023,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,1,0.904
3360,3360,2,sf49x0,None,C,-1.6896130580480664,-0.230716,-0.2871434743302764,1.1266066060475026,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,0,0,1,0.5041869025911883,-0.062021257070643626,0.06473351924205395,1,6,0,0,2.849024858549774,-0.5005121582156918,-2.9916796964913273,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.005
3361,3361,3,sf49x0,sf49x0_optsp_a0m2O2-2_optsp_a0m2.out,C,2.3995407511349196,0.331136,1.151014541393565,-2.235400728751926,1,1.5504758969999999,-595.79378033,0.0319213848172568,-0.11357599300000001,-595.91151431,1,0,0,0.06565760966320877,0.21863858683394402,0.013619216942486244,0,6,1,0,-1.8531451050340066,-1.3020980628670586,1.4655894117811359,-1.0106220344535863,2,1,1,1,-0.24314191215598488,0.2714683527744023,0,1,0.832
3362,3362,4,sf49x0,sf49x0_optsp_a0m2O2-3_optsp_a0m2.out,C,-0.7306612911612318,-0.214039,-0.12024065491518134,1.4058473577168011,0,1.6173080519999998,-595.79378033,0.0319213848172568,1.246696455,-595.91151431,0,1,0,-0.3728716832647707,-0.03123988641087343,0.08360160637497183,1,6,1,0,1.584089724319877,-0.10797030821208879,-3.099335214656498,-1.0106220344535863,2,1,1,1,-0.24106187584065822,0.2714683527744023,0,0,0.021
3363,3363,5,sf49x0,sf49x0_optsp_a0m2O2-4_optsp_a0m2.out,C,0.47405500982028576,-0.121222,-1.059159427353377,-2.7395459518541267,1,1.5553295319999998,-595.79378033,0.0319213848172568,-0.26770453899999996,-595.91151431,1,0,0,-0.8114009761927502,-0.23474053798016675,0.02826388159553295,1,6,1,0,-0.026125344527366492,1.023502155526368,1.9208415290620393,-1.0106220344535863,2,1,1,1,-0.19255588044400046,0.2714683527744023,0,1,0.769
3364,3364,7,sf49x0,sf49x0_optsp_a0m2O2-6_optsp_a0m2.out,C,1.1314472960876742,-0.042786000000000005,-0.5968404258381292,-2.410796972266975,1,1.555981801,-595.79378033,0.0319213848172568,-0.306526473,-595.91151431,1,0,0,-0.8114009761927502,-0.19496022557031867,0.031820893023274836,1,6,1,0,-0.3121056664959876,0.7165335267807179,1.4915420813388112,-1.0106220344535863,2,1,1,1,-0.011395973279582066,0.2714683527744023,0,1,0.989
3365,3365,8,sf49x0,None,C,-1.2081137417638703,-0.276587,-0.6280239482738099,0.7192017569736959,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,0,1,0,-0.3728716832647707,-0.05414730351782119,0.0701120074046766,1,6,1,0,1.9649980089921888,0.12914826692793724,-2.851642936398046,-1.0106220344535863,2,1,1,1,-0.24071179566340603,0.2714683527744023,0,0,0.021
3366,3366,9,sf49x0,None,C,-0.4737856826512657,-0.340268,-0.9549536610928853,0.6000454257520689,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,1,0,0,-0.8114009761927502,0.5839381117270794,0.06728256670442145,2,6,0,0,0.29802121749708277,2.132943625775582,1.086918816315014,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3367,3367,10,sf49x0,None,C,-0.3069447418245795,0.28037199999999995,1.9081213530723813,0.775110602822417,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,0,1,0,-0.3728716832647707,0.25309284641358654,0.1186521817270032,0,6,1,0,-0.5069249796336268,-1.988613082434,0.6456926751150588,-1.0106220344535863,2,1,1,0,0.2542069982286768,-0.2931875372021317,0,0,0.005
3368,3368,11,sf49x0,sf49x0_optsp_a0m2O2-10_optsp_a0m2.out,C,-0.3754241841416142,-0.306312,-0.7966853049790587,0.6145847604484788,0,1.9292428719999999,-595.79378033,0.0319213848172568,1.246182167,-595.91151431,1,0,0,0.06565760966320877,-0.05125012054301609,0.0055660712542640045,1,6,1,0,-0.4052679828705066,0.8554049630643659,0.7330781971457022,-1.0106220344535863,2,1,1,0,-0.14794634513323332,-0.2931875372021317,0,0,0.006
3369,3369,12,sf49x0,None,C,-0.3648181585633896,-0.079485,0.2373255803084473,0.6408355706261541,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,0,0,1,0.5041869025911883,-0.06320305919510476,0.002315720828679924,1,6,1,0,-0.4478827815421324,-0.7395276129009274,0.5994853887825935,-1.0106220344535863,2,1,1,0,-0.24148891765488129,-0.2931875372021317,0,0,0.0
3370,3370,13,sf49x0,None,C,-0.37491913530455584,-0.184998,-0.2884363834947596,0.4920074092982845,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,0,0,1,0.9427161955191676,-0.06051479622662194,0.0015847042194574446,1,6,1,0,-0.43549425278077925,0.008749286738707803,0.687263084486553,-1.0106220344535863,2,1,1,0,-0.21614651809941693,-0.2931875372021317,0,0,0.0
3371,3371,14,sf49x0,None,C,-0.36349078661983897,-0.088264,0.18182089946395819,0.5925688418759256,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,0,0,1,0.5041869025911883,-0.06409486551098935,0.0006111796276588867,1,6,1,0,-0.4473280712990867,-0.6983012342528232,0.5806072247043437,-1.0106220344535863,2,1,1,0,-0.19000952071343502,-0.2931875372021317,0,0,0.0
3372,3372,15,sf49x0,None,C,-0.3749256102896464,-0.286265,-0.7219090445255081,0.5662214706518792,0,0.0,-595.79378033,0.0319213848172568,0.0,-595.91151431,1,0,0,0.06565760966320877,-0.051576284553291475,0.0027929853336037267,1,6,1,0,-0.40207024146941983,0.843842414027696,0.7339240619312859,-1.0106220344535863,2,1,1,0,-0.242522731066746,-0.2931875372021317,0,0,0.011
3386,3386,1,sf50x0,None,C,-0.368593074871146,-0.292908,-0.7124653828310841,0.6866744787819153,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,11.467419225790675,0.9117615624752113,0.0,3,0,0,0,-0.4406534205968183,0.8985390112437163,0.7507337021247907,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3387,3387,2,sf50x0,None,C,-0.368593074871146,0.19461,1.4904122383932155,0.683543141992461,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,11.028889932862695,0.9316468996243421,0.0054073994644203704,2,0,0,0,-0.4406534205968183,-0.8474037352962419,0.766120751542541,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3388,3388,3,sf50x0,None,C,-0.368593074871146,-0.064459,0.3155104194683625,0.6721351440855049,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,10.590360639934715,0.9549840703977673,0.0009386535994482248,2,0,0,0,-0.4406534205968183,0.6410165725087453,0.7623912568061049,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.002
3389,3389,4,sf50x0,None,C,-0.368593074871146,0.074008,0.937092322608578,0.6587683363807403,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,10.151831347006736,0.9571301583607507,0.00035507008690327524,2,0,0,0,-0.4406534205968183,-0.14919884485740054,0.7654748184335501,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3390,3390,5,sf50x0,None,C,-0.368593074871146,0.013722,0.6678688527427444,0.668865862944092,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,9.713302054078756,0.9586445895766046,0.0007668878239674992,2,0,0,0,-0.4406534205968183,0.03811531273553592,0.7604073193999181,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.002
3391,3391,6,sf50x0,None,C,-0.368593074871146,-0.065206,0.3147283450436927,0.6800531498879145,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,9.274772761150777,0.9564306921917685,0.0013689106834882114,2,0,0,0,-0.4406534205968183,0.22610923944876926,0.7559319257161946,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3392,3392,7,sf50x0,None,C,-0.368593074871146,0.049227,0.8281669858315813,0.6682313189250835,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,8.836243468222799,0.9423699075707551,0.002454624148171769,2,0,0,0,-0.4406534205968183,-0.0630882822948321,0.7670050647274694,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3393,3393,8,sf50x0,None,C,-0.368593074871146,0.003297,0.6209398666011382,0.6694728180927086,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,8.39771417529482,0.937113369011212,0.0010252189749833107,2,0,0,0,-0.4406534205968183,-0.14259105740867273,0.7620682902516093,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.002
3394,3394,9,sf50x0,None,C,-0.368593074871146,-0.178557,-0.1995194941373514,0.6744801980687968,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,7.959184882366839,0.9347914047957745,0.0016566283376104884,2,0,0,0,-0.4406534205968183,0.5599902513665567,0.7546246801384746,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3395,3395,10,sf50x0,None,C,-0.368593074871146,0.14945,1.2787819949452668,0.6607271461785488,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,7.520655589438859,0.9231608230972372,0.0015060638901305268,2,0,0,0,-0.4406534205968183,-0.8475634270895817,0.7675971700773777,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3396,3396,11,sf50x0,None,C,-0.368593074871146,-0.197458,-0.286302631307221,0.6703970452508297,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,7.08212629651088,0.9188252772514582,0.00032710332694763084,2,0,0,0,-0.4406534205968183,0.7776652716688828,0.7527714672900597,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3397,3397,12,sf50x0,None,C,-0.368593074871146,0.093395,1.0250237077776738,0.6596511802332737,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,6.643597003582901,0.920866219123697,0.0002278879163024605,2,0,0,0,-0.4406534205968183,-0.42979027373832185,0.7583541748749109,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
3398,3398,13,sf50x0,None,C,-0.368593074871146,-0.014989,0.5339759029746975,0.6563543102214691,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,6.205067710654921,0.9351894386381684,0.003667010568468853,2,0,0,0,-0.4406534205968183,0.2389299008572904,0.7698963843581911,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.002
3399,3399,14,sf50x0,None,C,-0.368593074871146,-0.010599,0.5627001856010116,0.6834465809460901,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,5.766538417726942,0.9582990206499614,0.002617154515401232,2,0,0,0,-0.4406534205968183,-0.22120689567031648,0.7388300776876702,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.0
3400,3400,15,sf50x0,None,C,-0.368593074871146,-0.121111,0.05255710698413066,0.651236574763814,0,0.0,-1494.70582909,-0.965714805010161,0.0,-1494.81004678,0,0,1,5.328009124798962,0.9573597235815904,0.002872576609899813,2,0,0,0,-0.4406534205968183,0.3842947507376797,0.7691427957310348,-1.8254821697134858,0,1,4,0,-0.24376733069755524,-0.33701596875898887,0,0,0.001
