,Unnamed: 0,Atom Number,Catalyst Name,CatalystO2File,Element,SpinDensity,ChElPGPositiveCharge,ChElPGNeutralCharge,ChargeDifference,Doesitbind,BondLength,IonizedFreeEnergy,IonizationEnergy,BindingEnergy,NeutralFreeEnergy,OrthoOrPara,Meta,FartherThanPara,DistanceToN,AverageBondLength,BondLengthRange,NumberOfHydrogens,AromaticSize,IsInRingSize6,IsInRingSize5,NeighborSpinDensity,NeighborChElPGCharge,NeighborChargeDifference,AromaticExtent,RingEdge,NumNitrogens,NumHeteroatoms,ring_nitrogens,atom_plane_deviation,ring_plane_deviation,charge,Doesitbind_pred,Doesitbind_predproba
540,540,9,sf138x0,sf138x0O2-8_optsp_a0m2.out,C,-0.45861479258424487,-0.268284,-0.7066924982050529,0.36461580026474383,0,1.551590483,-748.10501976,-0.6752971543860267,0.576277279,-748.21317212,0,0,1,0.9427161955191676,-0.052186741955155505,0.04441059739865083,1,10,1,0,-0.25052920396077466,0.621074520316161,0.5867820376391034,0.6190982360662127,2,1,1,1,-0.2437544485438057,-0.33697410093510366,0,0,0.007
541,541,10,sf138x0,None,C,-0.2196813677600298,0.191825,1.519552421869643,0.8108795732852186,0,0.0,-748.10501976,-0.6752971543860267,0.0,-748.21317212,0,0,1,0.5041869025911883,0.12543088733079563,0.02000973749319268,0,10,1,0,-0.22182929360816367,-1.1385909304649664,-0.4016032746353353,0.6190982360662127,1,1,1,1,-0.24373172699891216,-0.33697410093510366,0,0,0.001
542,542,11,sf138x0,sf138x0O2-10_optsp_a0m2.out,C,-0.15773518539930073,-0.225896,-0.817295000366746,-0.5575973703176452,0,1.534608665,-748.10501976,-0.6752971543860267,-0.040655955,-748.21317212,1,0,0,0.06565760966320877,-0.07541861112853593,0.03655145367827162,1,10,1,0,-0.2084147321750332,0.5194220618666763,1.0507696312511234,0.6190982360662127,2,1,1,1,-0.24373276305746927,-0.33697410093510366,0,0,0.366
543,543,12,sf138x0,None,C,-0.08831039525905428,-0.210508,-0.19110202258396833,1.1409114353455838,0,0.0,-748.10501976,-0.6752971543860267,0.0,-748.21317212,0,1,0,-0.3728716832647707,-0.04202999724856165,0.045630785421972415,1,10,1,0,-0.3895656948794558,-0.48191669628045763,-1.0504353929369554,0.6190982360662127,2,1,1,1,-0.24353703239413535,-0.33697410093510366,0,0,0.029
544,544,13,sf138x0,None,C,-0.47426483154796206,0.013474000000000002,0.10640270508958026,-1.0409819684501143,0,0.0,-748.10501976,-0.6752971543860267,0.0,-748.21317212,1,0,0,-0.8114009761927502,0.05508011740858652,0.016377628038683145,0,10,1,0,0.3213081710335684,0.6031286155403217,2.187896421230485,0.6190982360662127,1,1,1,1,-0.24373888234426266,-0.33697410093510366,0,0,0.08
545,545,15,sf138x0,sf138x0O2-14_optsp_a0m2.out,C,1.5281372576566166,0.103805,0.23827039854403106,-1.8846634194626117,0,1.581486137,-748.10501976,-0.6752971543860267,-0.091793587,-748.21317212,1,0,0,-0.8114009761927502,0.09836716362113067,0.031681981106609365,0,10,1,0,-1.0059647927318007,0.8953300693964733,1.919234385969431,0.6190982360662127,1,1,1,1,-0.2437107167442219,-0.33697410093510366,0,0,0.425
546,546,16,sf138x0,sf138x0O2-15_optsp_a0m2.out,C,-1.6271618268502788,-0.160891,-0.06458227158260672,0.8425378020596616,0,1.650773003,-748.10501976,-0.6752971543860267,0.033850484,-748.21317212,0,1,0,-0.3728716832647707,-0.08584818077772516,0.010122573076787987,1,10,1,0,2.1679566979183083,-0.3353282619835337,-2.3124425839879152,0.6190982360662127,2,1,1,1,-0.24369350255744243,-0.33697410093510366,0,0,0.02
547,547,17,sf138x0,sf138x0O2-16_optsp_a0m2.out,C,2.3480387197251527,-0.076943,-0.6153660963138351,-1.9961500447153544,1,1.524347864,-748.10501976,-0.6752971543860267,-0.484889136,-748.21317212,1,0,0,0.06565760966320877,0.011826699482566526,0.03668320371864176,1,10,1,0,-1.6412747966477155,-0.029455895819187863,0.8621648531056122,0.6190982360662127,2,1,1,1,-0.24327331223432908,-0.33697410093510366,0,1,0.994
548,548,18,sf138x0,None,C,-1.10831479656413,-0.08077000000000001,0.35795943014842063,1.026665923053674,0,0.0,-748.10501976,-0.6752971543860267,0.0,-748.21317212,0,1,0,-0.3728716832647707,-0.1004451793921574,0.06721318131689258,1,10,1,0,1.8470223795235217,-1.0044821940178117,-2.5240164359019532,0.6190982360662127,2,1,1,1,-0.2436453901925541,-0.33697410093510366,0,0,0.037
549,549,19,sf138x0,sf138x0O2-18_optsp_a0m2.out,C,0.979278671476041,-0.16717200000000002,-1.0638654358856392,-2.120051661644349,1,1.5353329230000001,-748.10501976,-0.6752971543860267,-0.499392599,-748.21317212,1,0,0,-0.8114009761927502,-0.16871902652362034,0.048647543649104064,1,10,1,0,-0.23778899615644472,1.145569267556834,1.7413797802806987,0.6190982360662127,2,1,1,1,-0.2433065737231995,-0.33697410093510366,0,1,0.865
579,579,1,sf13x1,None,C,-0.09713579993739374,-0.188607,-0.8066307600904672,-1.0394369917081803,0,0.0,-627.05884776,4.145285839463438,0.0,-627.2323109,1,0,0,-0.8114009761927502,0.04859285940493398,0.04806100317911555,0,0,1,0,0.41916920946682723,2.758329058451566,0.9361088147253477,0.0758581458929464,1,3,3,3,0.2480891948348068,0.04622517765940652,1,0,0.154
580,580,2,sf13x1,None,C,0.392353647948468,0.187755,1.3400007918174017,0.31913554742407374,0,0.0,-627.05884776,4.145285839463438,0.0,-627.2323109,1,0,0,-0.8114009761927502,0.10002178870755032,0.023463053014331603,0,0,1,0,-0.06554240179790555,-0.4112228657667825,-0.4929797405179595,0.0758581458929464,1,3,3,3,1.3325906701334334,0.04622517765940652,1,0,0.08
581,581,4,sf13x1,sf13x1O2-3_optsp_c1m2.out,C,-0.8605559670615753,-0.147919,-0.26982029979076816,0.03732903080834946,0,1.4843005519999999,-627.05884776,4.145285839463438,0.49029868200000004,-627.2323109,1,0,0,-0.8114009761927502,-0.2733111783911014,0.02557637156708137,1,0,1,0,0.26644986588635305,0.5321024534567235,0.2560642858356967,0.0758581458929464,2,3,3,3,0.18088787727210645,0.04622517765940652,1,0,0.139
582,582,5,sf13x1,None,C,0.37578416110190105,-0.272836,-0.9000637902007378,-0.16264889622567794,0,0.0,-627.05884776,4.145285839463438,0.0,-627.2323109,0,1,0,-0.3728716832647707,-0.09238645265519962,0.07477504784335688,1,0,1,0,-1.1531877916818354,1.2158746585731968,0.6198630404352872,0.0758581458929464,2,3,3,3,0.3660600024376564,0.04622517765940652,1,0,0.295
583,583,6,sf13x1,sf13x1O2-5_optsp_c1m2.out,C,-1.1177035249453422,0.449115,2.815589884051454,1.2164635569131756,0,3.327075363,-627.05884776,4.145285839463438,-0.02075383,-627.2323109,0,1,0,-0.3728716832647707,0.09739488271239595,0.03031252251698824,0,0,1,0,1.482371093085307,-2.533675701057372,-2.0973699277335096,0.0758581458929464,1,3,3,3,-0.22249961651088854,0.04622517765940652,1,0,0.116
584,584,7,sf13x1,sf13x1O2-6_optsp_c1m2.out,C,2.049956306099301,-0.36726,-1.9086730790014226,-1.9378133782721658,0,1.49659075,-627.05884776,4.145285839463438,-0.0061061480000000005,-627.2323109,0,1,0,-0.3728716832647707,-0.02031809512452902,0.005447472204012316,1,0,1,0,-1.3917567028772004,2.4385591902722603,0.9276732359091193,0.0758581458929464,2,3,3,3,0.5845117190120511,0.04622517765940652,1,1,0.568
585,585,8,sf13x1,sf13x1O2-7_optsp_c1m2.out,C,-1.206313695908714,0.369608,2.300302292745126,0.7408590202311579,0,1.6147544719999998,-627.05884776,4.145285839463438,2.466584633,-627.2323109,1,0,0,-0.8114009761927502,-0.3301284599779456,0.08969388896911146,1,0,1,0,1.8084537026246998,-2.2046113389062603,-2.1742513470631804,0.0758581458929464,2,3,3,3,0.3433610735840698,0.04622517765940652,1,0,0.189
586,586,11,sf13x1,sf13x1O2-10_optsp_c1m2.out,C,-0.19140510786985485,-0.120634,-0.3047830951687841,-0.4457382953146152,0,1.4776449619999998,-627.05884776,4.145285839463438,0.34858923700000005,-627.2323109,1,0,0,-0.8114009761927502,-0.23823902421653248,0.02555323703651724,1,0,1,0,-0.03071892542892767,0.9643406620884608,0.42815932130259204,0.0758581458929464,2,3,3,3,0.14107815437475837,0.04622517765940652,1,0,0.242
587,587,12,sf13x1,sf13x1O2-11_optsp_c1m2.out,C,-0.1243372123025472,-0.07619,0.09567969621491597,0.16316186866476118,0,1.549999675,-627.05884776,4.145285839463438,4.058632215,-627.2323109,0,1,0,-0.3728716832647707,-0.10866158163493106,0.06078909893626405,1,0,1,0,-0.036004987745009896,-0.12147073874090691,-0.5107813494145576,0.0758581458929464,2,3,3,3,0.4263284191652113,0.04622517765940652,1,0,0.281
588,588,13,sf13x1,sf13x1O2-12_optsp_c1m2.out,C,0.19393420483545623,-0.003925,0.2884678228881595,-0.24541550740069143,0,1.49578989,-627.05884776,4.145285839463438,0.48454355600000004,-627.2323109,1,0,0,0.06565760966320877,-0.06469110653249106,0.04883225245505552,1,0,1,0,-0.3779131542183527,-0.2839161365170116,-0.00945267035896087,0.0758581458929464,2,3,3,3,-0.1539250634685862,0.04622517765940652,1,0,0.24
589,589,14,sf13x1,sf13x1O2-13_optsp_c1m2.out,C,-0.4685538946981489,-0.17390799999999998,-0.3885373891910882,0.03357694443508237,0,1.5247237830000002,-627.05884776,4.145285839463438,0.8494757190000001,-627.2323109,0,1,0,-0.3728716832647707,-0.060477113556928995,0.049978159270124056,1,0,1,0,0.3016830302126129,0.6714378591399393,-0.030745393916057948,0.0758581458929464,2,3,3,3,0.8528280455874673,0.04622517765940652,1,0,0.26
590,590,23,sf13x1,None,C,-0.4921163654424462,-0.526482,-1.81866218958176,0.5332251816634406,0,0.0,-627.05884776,4.145285839463438,0.0,-627.2323109,1,0,0,-0.8114009761927502,-10.3021115540612,0.0,3,0,0,0,-0.4406534205968183,0.055318866472066894,0.7556397178811749,-1.8254821697134858,0,3,3,0,-0.24376733069755524,-0.33701596875898887,1,0,0.02
693,693,1,sf146x0,None,C,-0.37072334496591763,-0.464351,-1.4841513275709424,0.6968961552620302,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,0,1,1.8197747813751266,0.7576634873834512,0.0,3,6,0,0,-0.42662976556348087,1.6771961955676071,0.7699348327575358,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.002
694,694,2,sf146x0,None,C,-0.3457234275315311,0.355715,2.2678394231292054,0.833447269265606,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,0,1,1.3812454884471472,0.2346116162618573,0.1079295815575727,0,6,1,0,-0.4554964515447199,-2.4961567616113953,0.3991230901174722,-1.0106220344535863,2,1,1,0,-0.1439934715534043,-0.3005941333996799,0,0,0.014
695,695,3,sf146x0,None,C,-0.38294811681676494,-0.347191,-1.0752710646338592,0.3284054078756757,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,0,1,0.9427161955191676,-0.050663715508861666,0.0039484293443674545,1,6,1,0,-0.41292153400167914,0.9838467988451721,0.989921194448195,-1.0106220344535863,2,1,1,0,-0.21983380408191822,-0.3005941333996799,0,0,0.018
696,696,4,sf146x0,None,C,-0.34247946000119506,-0.140494,0.04927058613595155,0.9085855577773222,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,0,1,0.5041869025911883,-0.04895537476505229,0.0044129767017411226,1,6,1,0,-0.46448058214777327,-0.5495310647793272,0.15712117496203537,-1.0106220344535863,2,1,1,0,-0.21549027734329795,-0.3005941333996799,0,0,0.007
697,697,5,sf146x0,None,C,-0.3954513130265034,-0.009017,0.3636916288217234,0.05436515827520635,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,1,0,0,0.06565760966320877,0.23780501277145963,0.1082541885351198,0,6,1,0,-0.33742293203316326,-0.20417166571595413,1.888852460807246,-1.0106220344535863,2,1,1,0,0.10891168866491734,-0.3005941333996799,0,0,0.312
698,698,6,sf146x0,None,C,-0.3509034156039241,-0.169217,-0.04687484082288507,1.011423072162276,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,0,1,0.5041869025911883,-0.0502282184482284,0.008947172387289148,1,6,1,0,-0.4611486951323552,-0.4579348733158227,0.19483136503932108,-1.0106220344535863,2,1,1,0,-0.18483335106123336,-0.3005941333996799,0,0,0.009
699,699,7,sf146x0,None,C,-0.3786163517912263,-0.32443,-0.977349017739212,0.313231529160256,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,0,1,0.9427161955191676,-0.050407912039247715,0.008898308492221174,1,6,1,0,-0.4177145205461652,0.9188500809587477,1.0329757120343945,-1.0106220344535863,2,1,1,0,-0.24336127170673685,-0.3005941333996799,0,0,0.023
700,700,8,sf146x0,None,C,-0.22803409852676343,0.042097,1.2621776055706289,2.090934187282777,0,0.0,-597.02422252,-0.941909631853603,0.0,-597.12876273,0,1,0,-0.3728716832647707,0.8942996495137777,0.0355770236427535,2,6,0,0,-0.5258032556829,0.002223503183857117,0.28087119309289976,-1.8254821697134858,0,1,1,0,-0.24376733069755524,-0.33701596875898887,0,0,0.007
